Trajectories
100
,,Welding_Ethan0728:LASI,,,Welding_Ethan0728:RASI,,,Welding_Ethan0728:LPSI,,,Welding_Ethan0728:RPSI,,,Welding_Ethan0728:LTHI,,,Welding_Ethan0728:LKNE,,,Welding_Ethan0728:LTIB,,,Welding_Ethan0728:LANK,,,Welding_Ethan0728:LHEE,,,Welding_Ethan0728:LTOE,,,Welding_Ethan0728:RTHI,,,Welding_Ethan0728:RKNE,,,Welding_Ethan0728:RTIB,,,Welding_Ethan0728:RANK,,,Welding_Ethan0728:RHEE,,,Welding_Ethan0728:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
3181,0,67.6228,-150.714,996.971,57.2806,92.4135,983.896,,,,254.582,113.25,991.645,105.595,-215.848,696.186,131.422,-204.39,573.874,157.071,-230.912,446.735,229.714,-229.026,79.5158,307.688,-161.761,73.7729,60.1835,-252.465,43.4863,118.935,166.037,833.182,156.612,160.204,557.221,193.774,162.934,270.163,253.989,143.586,75.1355,311.611,59.7425,59.2938,90.7003,203.487,36.7927
3182,0,67.4536,-150.211,996.954,57.3043,92.8802,983.875,286.122,-104.184,998.828,254.738,113.592,991.658,105.597,-215.558,696.127,131.395,-204.204,573.842,157.038,-230.779,446.751,230.294,-228.385,79.1297,307.685,-161.776,73.7274,60.2603,-252.49,43.4685,118.927,166.403,833.086,156.548,160.495,557.147,193.76,163.009,270.114,254.064,143.536,75.1246,311.837,59.7751,59.3506,90.743,203.5,36.8047
3183,0,67.2888,-149.713,996.952,57.2848,93.3424,983.849,286.434,-103.283,998.854,254.768,113.899,991.697,105.504,-215.298,696.154,131.29,-203.954,573.894,156.882,-230.642,446.785,230.14,-228.692,79.3311,307.695,-161.736,73.7003,60.3004,-252.483,43.4715,118.845,166.744,833.017,156.423,160.734,557.062,193.664,163.09,269.99,254.188,143.566,75.0497,311.978,59.8066,59.4244,90.8001,203.486,36.7717
3184,0,67.0674,-149.22,996.976,57.2363,93.7894,983.821,291.748,-103.817,1005.21,254.701,114.157,991.723,105.254,-215.085,696.182,131.074,-203.787,573.955,156.667,-230.484,446.836,229.969,-228.786,79.4447,307.673,-161.757,73.8379,60.2224,-252.491,43.4648,119.532,166.581,832.459,156.239,160.919,556.936,193.496,163.105,269.951,254.141,143.567,75.0536,311.91,59.7531,59.5015,90.7446,203.492,36.7658
3185,0,66.83,-148.767,997.006,57.1815,94.1845,983.81,291.543,-103.746,1005.26,254.636,114.436,991.85,105.086,-214.834,696.286,130.882,-203.639,573.988,156.473,-230.38,446.904,229.899,-228.808,79.4432,307.67,-161.778,73.8751,60.2068,-252.465,43.4658,118.719,167.208,832.895,156.081,161.049,557.013,193.373,163.169,269.952,254.125,143.587,75.086,311.807,59.8106,59.4752,90.7203,203.505,36.7912
3186,0,66.6241,-148.409,997.039,57.0991,94.5201,983.779,291.369,-103.598,1005.4,254.56,114.743,991.961,104.867,-214.597,696.38,130.674,-203.476,574.015,156.339,-230.251,446.964,229.772,-228.896,79.5547,307.667,-161.751,73.923,60.2202,-252.454,43.5471,118.471,167.521,832.97,155.956,161.179,557.088,193.341,163.178,269.945,254.152,143.567,75.1809,311.733,59.8233,59.4044,90.7164,203.492,36.8133
3187,0,66.4016,-148.028,997.052,56.874,94.8715,983.769,290.992,-103.222,1005.12,254.331,115.024,991.802,104.676,-214.342,696.361,130.478,-203.271,573.94,156.219,-230.11,446.934,230.131,-228.4,79.2614,307.649,-161.726,73.8645,60.1672,-252.437,43.4516,118.26,167.726,832.864,155.791,161.344,557.004,193.272,163.204,269.875,254.063,143.566,75.1036,311.717,59.7841,59.4119,90.6839,203.498,36.8188
3188,0,66.1983,-147.761,996.977,56.6637,95.101,983.701,290.876,-102.885,1005.07,254.107,115.266,991.604,104.49,-214.089,696.291,130.325,-203.093,573.787,156.113,-229.999,446.849,230.235,-228.447,79.2352,307.587,-161.749,73.8104,60.1837,-252.491,43.3994,118.031,167.918,832.77,155.651,161.463,556.906,193.23,163.231,269.819,253.999,143.54,75.004,310.653,59.9853,58.2902,90.684,203.504,36.7782
3189,0,66.0129,-147.545,997.039,56.3516,95.349,983.866,290.451,-102.312,1004.66,253.932,115.476,991.507,104.268,-213.91,696.236,130.154,-202.929,573.674,156.035,-229.89,446.829,230.229,-228.4,79.1842,307.629,-161.753,73.8059,60.2231,-252.502,43.4114,118.406,167.728,832.328,155.624,161.516,556.905,193.22,163.25,269.859,253.97,143.485,75.0813,311.767,59.7051,59.3786,90.6963,203.489,36.8198
3190,0,65.855,-147.359,997.153,56.1961,95.4802,983.819,290.378,-102.144,1004.75,253.672,115.67,991.489,104.008,-213.743,696.232,129.951,-202.767,573.586,155.883,-229.751,446.891,230.234,-228.413,79.2896,307.586,-161.732,73.8886,60.2019,-252.475,43.4912,118.211,167.857,832.334,155.501,161.626,556.976,193.164,163.277,269.908,254.017,143.487,75.1427,311.756,59.7036,59.4369,90.7175,203.491,36.8586
3191,0,65.6133,-147.178,997.259,55.9425,95.6432,983.842,283.816,-102.295,998.366,253.476,115.886,991.543,103.755,-213.552,696.253,129.715,-202.658,573.725,155.732,-229.646,446.98,230.205,-228.453,79.3785,307.61,-161.699,73.9819,60.1737,-252.478,43.5517,118.013,167.995,832.346,155.397,161.714,557.005,193.057,163.322,269.991,254.001,143.551,75.2099,311.754,59.7349,59.589,90.6656,203.479,36.9338
3192,0,65.37,-147.053,997.331,55.7711,95.7948,983.839,283.579,-102.198,998.276,253.275,116.108,991.608,103.476,-213.471,696.25,129.45,-202.573,573.748,155.547,-229.568,447.031,230.115,-228.461,79.4446,307.588,-161.723,74.0162,60.1473,-252.438,43.6154,117.256,168.459,832.737,155.197,161.773,557.078,192.954,163.341,270.01,254.014,143.569,75.2518,311.682,59.7115,59.6223,90.6729,203.458,36.8712
3193,0,65.1254,-146.923,997.388,55.5986,95.9088,983.841,289.777,-102.087,1005.31,253.15,116.227,991.606,103.206,-213.383,696.249,129.223,-202.536,573.702,155.363,-229.548,447.011,229.562,-229.049,79.7757,307.6,-161.716,74.0541,60.141,-252.503,43.5628,117.64,168.265,832.36,155.051,161.804,557.059,192.865,163.334,270.015,254.001,143.574,75.2768,311.627,59.6755,59.6712,90.6595,203.46,36.9117
3194,0,64.8662,-146.788,997.416,55.3638,96.0587,983.851,283.232,-102.007,998.091,253.012,116.303,991.504,103.011,-213.245,696.206,129.067,-202.46,573.715,155.11,-229.5,446.949,230.08,-228.392,79.4236,307.603,-161.711,74.0439,60.0941,-252.485,43.4661,116.965,168.689,832.616,154.927,161.841,556.902,192.807,163.352,269.897,253.991,143.546,75.1858,311.657,59.7708,59.5237,90.6663,203.501,36.8461
3195,0,64.625,-146.665,997.406,55.172,96.1844,983.863,283.057,-101.969,997.874,252.938,116.335,991.376,102.755,-213.209,696.181,128.928,-202.412,573.643,154.949,-229.484,446.851,229.934,-228.583,79.4291,307.534,-161.683,74.0013,60.1448,-252.489,43.2849,116.855,168.754,832.491,154.827,161.889,556.74,192.764,163.333,269.686,254.031,143.52,75.0256,311.305,59.914,58.9298,90.7004,203.496,36.7048
3196,0,64.4508,-146.573,997.481,55.0278,96.3101,983.904,,,,252.892,116.326,991.266,102.573,-213.191,696.19,128.736,-202.36,573.633,154.829,-229.489,446.855,230.177,-228.366,79.2883,307.59,-161.73,73.9354,60.1741,-252.517,43.1642,116.809,168.781,832.327,154.714,161.902,556.624,192.699,163.31,269.666,254.058,143.495,74.9716,311.79,59.8292,59.3215,90.7513,203.481,36.631
3197,0,64.2697,-146.525,997.604,54.9211,96.3562,983.914,289.16,-102.034,1004.97,252.793,116.32,991.198,102.34,-213.211,696.223,128.657,-202.398,573.692,154.774,-229.557,446.808,230.146,-228.354,79.259,307.62,-161.741,73.9726,60.1632,-252.521,43.146,116.622,168.833,832.396,154.514,161.874,556.62,192.63,163.278,269.671,254.052,143.462,75.0162,311.802,59.7821,59.3269,90.7584,203.469,36.6816
3198,0,64.0562,-146.464,997.802,54.7544,96.4508,984.031,288.991,-101.704,1004.59,252.632,116.343,991.146,102.1,-213.236,696.307,128.51,-202.455,573.771,154.652,-229.593,446.901,230.07,-228.455,79.2949,307.615,-161.716,74.0488,60.1679,-252.517,43.2507,116.366,168.918,832.566,154.341,161.847,556.712,192.503,163.248,269.778,254.022,143.441,75.0987,311.802,59.7452,59.4564,90.7123,203.493,36.7867
3199,0,63.798,-146.417,998.018,54.6716,96.4468,984.038,288.721,-101.761,1004.6,252.469,116.327,991.176,101.866,-213.237,696.372,128.33,-202.508,573.853,154.535,-229.628,446.989,229.996,-228.633,79.5535,307.58,-161.726,74.0998,60.157,-252.537,43.3472,116.089,168.986,832.664,154.095,161.822,556.823,192.342,163.214,269.962,253.984,143.484,75.2312,311.761,59.7245,59.6681,90.7306,203.494,36.8884
3200,0,63.5459,-146.383,998.136,54.4997,96.4617,984.002,288.469,-101.827,1004.54,252.318,116.306,991.11,101.622,-213.286,696.349,128.09,-202.54,573.765,154.385,-229.678,446.997,230.099,-228.444,79.5577,307.559,-161.682,74.2041,60.135,-252.518,43.4007,115.814,168.98,832.745,153.87,161.827,556.908,192.213,163.194,270.004,253.971,143.516,75.2988,311.755,59.7558,59.7307,90.6959,203.483,36.9614
3201,0,63.338,-146.378,998.152,54.3416,96.4441,984.047,288.251,-101.881,1004.44,252.274,116.241,991.051,101.404,-213.304,696.249,127.91,-202.563,573.682,154.223,-229.744,446.904,229.965,-228.633,79.4814,307.6,-161.723,74.1366,60.1301,-252.502,43.3776,116.367,168.455,832.281,153.653,161.752,556.859,192.079,163.144,270.008,254.444,142.958,75.4161,310.876,59.936,58.9139,90.6894,203.473,36.9408
3202,0,63.1154,-146.406,998.133,54.2486,96.3797,984.051,287.835,-101.915,1004.03,252.195,116.187,991.016,101.189,-213.315,696.183,127.554,-202.651,573.397,154.01,-229.783,446.848,230.105,-228.42,79.4505,307.536,-161.729,74.1083,60.1168,-252.488,43.3601,115.583,168.636,832.575,153.384,161.6,556.886,191.941,163.11,269.982,254.407,142.948,75.4114,311.654,59.7246,59.7236,90.6812,203.466,36.8886
3203,0,62.8881,-146.438,998.068,54.0971,96.3367,984.02,287.735,-102.22,1003.96,252.082,116.136,990.959,100.883,-213.367,696.062,127.289,-202.758,573.363,153.718,-229.84,446.786,229.816,-228.692,79.4869,307.567,-161.733,74.1115,60.0917,-252.464,43.353,115.287,168.597,832.561,153.215,161.56,556.735,191.795,163.055,269.906,253.968,143.425,75.2946,311.32,59.7594,59.4554,90.6457,203.494,36.8412
3204,0,62.7098,-146.533,998.03,53.9707,96.2365,984.084,282.391,-101.56,997.78,252.037,116.077,990.92,100.541,-213.418,695.985,127.009,-202.846,573.386,153.451,-229.914,446.727,229.992,-228.47,79.3896,307.536,-161.738,74.1147,60.0321,-252.475,43.3142,115.083,168.46,832.496,153.001,161.441,556.812,191.707,163.019,269.902,253.92,143.416,75.2941,310.557,59.9271,58.7559,90.626,203.482,36.8975
3205,0,62.5574,-146.606,998.018,53.9708,96.1106,984.063,281.075,-102.835,997.029,252.088,115.951,990.873,100.314,-213.463,695.934,126.783,-202.872,573.359,153.25,-229.978,446.681,229.981,-228.561,79.394,307.538,-161.75,74.0949,60.0792,-252.54,43.2263,115.575,168.005,832.128,152.969,161.31,556.823,191.738,162.929,269.924,254.391,142.92,75.3792,311.539,59.6949,59.5753,90.6534,203.459,36.9203
3206,0,62.4676,-146.693,998.059,53.9292,96.0354,984.17,287.718,-102.801,1003.8,252.194,115.841,990.802,100.068,-213.55,695.869,126.649,-202.931,573.237,153.139,-230.078,446.617,230.049,-228.486,79.1896,307.597,-161.843,73.9795,60.1185,-252.574,43.1592,115.587,167.923,832.156,153.012,161.139,556.844,191.832,162.864,269.948,254.021,143.314,75.2377,311.661,59.7087,59.5041,90.6965,203.449,36.9298
3207,0,62.2874,-146.714,998.095,53.8895,96.004,984.168,287.502,-103.139,1003.85,252.228,115.708,990.645,99.7936,-213.592,695.797,126.497,-202.959,573.17,153.017,-230.161,446.474,230.144,-228.447,79.1623,307.615,-161.822,73.9582,60.1717,-252.538,43.1011,115.024,168.203,832.458,153.142,161.09,556.645,191.944,162.821,269.818,254.094,143.33,75.1071,311.8,59.7369,59.5061,90.7601,203.459,36.7855
3208,0,62.115,-146.759,998.241,53.9498,95.9245,984.146,287.467,-103.365,1003.88,252.307,115.526,990.526,99.5273,-213.636,695.734,126.316,-203.065,573.043,152.887,-230.212,446.367,230.186,-228.438,79.2052,307.625,-161.815,73.8672,60.1843,-252.527,43.0472,115.728,167.718,831.954,153.216,160.977,556.565,191.979,162.754,269.715,254.17,143.361,75.0568,311.13,59.9151,58.7839,90.8022,203.47,36.7474
3209,0,61.9574,-146.84,998.368,54.0349,95.8731,984.218,287.345,-103.575,1004.02,252.43,115.301,990.524,99.2942,-213.751,695.785,126.075,-203.177,573.043,152.758,-230.35,446.36,230.172,-228.475,79.188,307.687,-161.799,74.0152,60.1908,-252.504,43.202,115.187,167.993,832.52,153.26,160.887,556.616,192.002,162.661,269.787,254.205,143.351,75.1204,311.782,59.7268,59.4903,90.835,203.434,36.7962
3210,0,61.7511,-146.928,998.498,54.1209,95.7868,984.264,287.271,-103.975,1004.07,252.631,115.065,990.596,99.0836,-213.852,695.862,125.855,-203.33,573.133,152.564,-230.463,446.414,230.073,-228.503,79.2927,307.642,-161.814,74.074,60.1745,-252.551,43.261,115.281,167.882,832.672,153.287,160.834,556.697,192.005,162.631,269.928,254.145,143.346,75.2979,311.716,59.6765,59.6173,90.7672,203.415,36.9358
3211,0,61.544,-146.969,998.506,54.2844,95.7504,984.233,287.195,-104.323,1004.12,252.801,114.876,990.59,98.8937,-213.955,695.862,125.543,-203.433,573.057,152.35,-230.539,446.352,230.001,-228.525,79.338,307.637,-161.848,74.1372,60.0722,-252.538,43.2876,115.436,167.794,832.596,153.139,160.792,556.757,191.894,162.63,269.978,254.086,143.417,75.3306,311.521,59.6526,59.6505,90.7285,203.438,36.9619
3212,0,61.4271,-146.948,998.483,54.4012,95.7769,984.252,286.946,-104.727,1003.58,252.992,114.62,990.447,98.7884,-214.066,695.767,125.412,-203.525,572.989,152.179,-230.592,446.226,230.038,-228.486,79.4122,307.571,-161.811,74.0521,60.0786,-252.547,43.2161,115.571,167.782,832.661,153.035,160.774,556.79,191.787,162.642,269.985,253.978,143.433,75.3035,311.594,59.6538,59.7105,90.6813,203.475,36.9669
3213,0,61.366,-146.957,998.406,54.6221,95.741,984.159,286.746,-104.958,1003.21,253.345,114.378,990.365,98.7258,-214.236,695.665,125.401,-203.643,572.944,152.07,-230.697,446.105,230.107,-228.514,79.301,307.579,-161.826,73.9737,60.1235,-252.554,43.1606,115.757,167.733,832.686,153.067,160.774,556.688,191.756,162.603,269.959,253.969,143.413,75.2466,311.645,59.6348,59.6617,90.7072,203.497,36.9604
3214,0,61.2682,-147.007,998.381,54.7512,95.7377,984.306,286.583,-105.178,1003.02,253.673,114.114,990.336,98.6405,-214.35,695.677,125.328,-203.739,572.999,152.054,-230.796,446.059,230.19,-228.502,79.2358,307.667,-161.876,73.9514,60.1379,-252.59,43.0807,115.992,167.654,832.671,153.045,160.672,556.749,191.75,162.569,269.971,253.975,143.374,75.2594,311.667,59.6286,59.5974,90.7578,203.466,36.9861
3215,0,61.0974,-147.037,998.418,54.8813,95.7019,984.336,286.445,-105.447,1002.99,253.83,113.909,990.332,98.5908,-214.48,695.714,125.265,-203.889,573.032,152.061,-230.897,446.074,230.201,-228.469,79.2627,307.634,-161.88,73.9615,60.147,-252.557,43.1835,116.193,167.58,832.7,153.105,160.585,556.711,191.761,162.488,270.008,253.983,143.366,75.2677,311.724,59.6539,59.5785,90.7462,203.476,37.0085
3216,0,60.8662,-147.016,998.499,55.0038,95.673,984.368,287.74,-106.183,1005.01,253.884,113.67,990.388,98.4898,-214.558,695.712,125.224,-204.002,572.946,152.054,-230.994,446.036,230.082,-228.532,79.205,307.637,-161.869,73.9651,60.137,-252.551,43.1947,116.368,167.505,832.704,153.21,160.504,556.75,191.828,162.454,270.002,253.999,143.403,75.2585,311.654,59.6463,59.5531,90.7458,203.453,36.974
3217,0,60.7065,-147.054,998.527,55.1596,95.6122,984.368,286.278,-105.846,1003.3,254.031,113.429,990.458,98.4115,-214.646,695.652,125.201,-204.084,572.855,152.07,-231.049,446.017,230.072,-228.559,79.2231,307.65,-161.888,73.9509,60.1251,-252.585,43.1625,116.587,167.405,832.668,153.367,160.47,556.865,192.004,162.406,270.014,254.019,143.422,75.2633,311.619,59.6229,59.5389,90.7461,203.445,37.0056
3218,0,60.5266,-147.032,998.618,55.1626,95.6261,984.455,286.062,-106.025,1003.24,254.222,113.171,990.516,98.3907,-214.7,695.588,125.198,-204.098,572.722,152.108,-231.092,445.949,230.13,-228.523,79.1202,307.674,-161.918,73.8636,60.1393,-252.591,43.1658,116.98,167.306,832.633,153.603,160.441,556.818,192.204,162.336,269.993,254.09,143.411,75.195,311.664,59.6537,59.4821,90.7697,203.436,36.9977
3219,0,60.3067,-147.042,998.659,55.2774,95.557,984.397,286.031,-106.417,1003.46,254.342,112.93,990.534,98.2723,-214.735,695.452,125.15,-204.174,572.594,152.095,-231.133,445.857,230.166,-228.514,79.1707,307.662,-161.881,73.8075,60.1688,-252.535,43.1409,117.869,166.867,832.121,153.77,160.422,556.729,192.334,162.297,269.862,254.095,143.449,75.1386,311.696,59.6377,59.4665,90.7745,203.453,36.9401
3220,0,60.1103,-147.096,998.692,55.3391,95.5406,984.448,285.702,-106.713,1003.3,254.442,112.714,990.537,98.1429,-214.769,695.418,125.067,-204.219,572.547,152.019,-231.188,445.82,230.106,-228.528,79.0665,307.632,-161.854,73.7591,60.1448,-252.503,43.1566,118.11,166.771,832.11,153.895,160.394,556.73,192.388,162.256,269.833,254.1,143.485,75.0984,311.672,59.6228,59.466,90.7642,203.487,36.8406
3221,0,59.9464,-147.128,998.717,55.5246,95.417,984.394,278.877,-107.218,996.217,254.615,112.456,990.761,98.0177,-214.86,695.442,124.975,-204.313,572.588,151.951,-231.258,445.886,230.12,-228.576,79.1604,307.679,-161.864,73.8512,60.1588,-252.542,43.1898,117.789,167.007,832.63,153.922,160.348,556.887,192.379,162.204,269.935,254.108,143.454,75.2128,311.644,59.5802,59.5537,90.7855,203.45,36.9325
3222,0,59.842,-147.171,998.662,55.6207,95.3852,984.478,278.729,-107.561,996.387,254.831,112.213,990.96,97.8764,-214.864,695.483,124.851,-204.412,572.654,151.89,-231.33,445.944,230.113,-228.593,79.1693,307.663,-161.905,73.877,60.1496,-252.569,43.2404,118.071,166.956,832.795,153.871,160.339,557.011,192.33,162.178,270.118,254.053,143.449,75.3238,311.616,59.524,59.6742,90.7729,203.452,37.0341
3223,0,59.6451,-147.201,998.638,55.7631,95.335,984.485,284.845,-107.79,1003.5,255.053,112.004,991.146,97.7467,-214.91,695.557,124.801,-204.534,572.794,151.834,-231.396,445.939,230.126,-228.611,79.2392,307.643,-161.892,73.9151,60.1323,-252.561,43.2646,118.313,166.988,832.952,153.902,160.376,557.097,192.295,162.147,270.249,253.987,143.433,75.3921,311.628,59.5005,59.7502,90.7496,203.461,37.1055
3224,0,59.4708,-147.232,998.628,55.8599,95.3206,984.559,284.638,-108.06,1003.57,255.298,111.794,991.333,97.6113,-214.966,695.546,124.744,-204.601,572.759,151.86,-231.479,445.927,230.184,-228.535,79.2296,307.678,-161.928,73.8463,60.1021,-252.595,43.2558,118.539,166.998,833.013,153.943,160.334,557.192,192.294,162.108,270.302,253.979,143.412,75.4469,311.65,59.537,59.7202,90.7383,203.471,37.1579
3225,0,59.2639,-147.296,998.579,56.0293,95.2789,984.508,278.484,-108.382,997.027,255.585,111.618,991.359,97.5011,-215.073,695.441,124.768,-204.71,572.649,151.932,-231.615,445.801,230.221,-228.535,79.1825,307.704,-161.933,73.7987,60.1121,-252.612,43.1921,118.767,166.96,832.936,154.004,160.301,557.062,192.328,162.064,270.225,253.932,143.373,75.3781,311.577,59.4772,59.6424,90.773,203.481,37.13
3226,0,59.0302,-147.35,998.556,56.15,95.267,984.557,284.434,-108.645,1003.77,255.793,111.41,991.409,97.3791,-215.202,695.28,124.754,-204.792,572.443,151.986,-231.705,445.684,230.21,-228.594,78.9764,307.708,-161.906,73.7727,60.1508,-252.599,43.1438,118.956,166.893,832.898,154.143,160.323,557.017,192.426,162.004,270.142,254,143.371,75.3235,311.151,59.5868,59.1588,90.7965,203.481,37.0617
3227,0,58.7069,-147.41,998.608,56.2989,95.2224,984.521,284.41,-109.057,1003.9,255.933,111.223,991.541,97.2138,-215.34,695.216,124.634,-204.883,572.401,151.982,-231.779,445.616,230.177,-228.581,79.0671,307.734,-161.886,73.7679,60.1308,-252.589,43.1495,119.184,166.817,832.854,154.31,160.288,556.989,192.529,161.982,270.079,254.06,143.403,75.2927,311.57,59.5061,59.6018,90.8359,203.491,36.9861
3228,0,58.4003,-147.38,998.665,56.4445,95.2175,984.596,284.268,-109.292,1004.08,256.07,110.991,991.688,97.0336,-215.478,695.153,124.482,-204.996,572.403,151.865,-231.842,445.605,230.152,-228.618,79.1187,307.74,-161.917,73.6697,60.1269,-252.542,43.2273,119.291,166.755,832.951,154.468,160.289,556.98,192.557,161.959,270.069,254.096,143.491,75.2729,311.472,59.5188,59.672,90.8122,203.521,36.9358
3229,0,58.2243,-147.403,998.71,56.5873,95.1402,984.657,284.256,-109.555,1004.14,256.301,110.728,991.752,96.8889,-215.587,695.143,124.371,-205.105,572.363,151.762,-231.894,445.564,230.159,-228.573,79.1119,307.728,-161.852,73.7219,60.114,-252.545,43.2317,119.484,166.634,833.024,154.639,160.274,557.006,192.603,161.903,270.151,254.097,143.481,75.3388,311.464,59.5038,59.7148,90.8413,203.538,36.9801
3230,0,58.1426,-147.418,998.711,56.7653,95.0398,984.717,284.333,-109.815,1004.05,256.619,110.412,991.762,96.7843,-215.677,695.112,124.218,-205.178,572.169,151.691,-231.946,445.479,230.181,-228.537,78.988,307.773,-161.88,73.6815,60.1516,-252.549,43.1691,119.797,166.501,833.099,154.793,160.216,557.091,192.642,161.821,270.305,254.162,143.411,75.3492,311.578,59.4835,59.6349,90.9192,203.496,37.0326
3231,0,58.0824,-147.516,998.662,56.9063,94.9344,984.812,284.402,-110.119,1003.89,256.897,110.165,991.751,96.5949,-215.757,695.073,124.141,-205.254,572.12,151.611,-232.051,445.341,230.289,-228.538,78.9207,307.824,-161.959,73.5384,60.1975,-252.633,43.1167,120.374,166.271,833.068,154.859,160.199,557.194,192.725,161.759,270.434,254.154,143.342,75.3736,311.643,59.4623,59.6167,90.9163,203.508,37.1287
3232,0,58.0175,-147.649,998.672,57.0785,94.8051,984.854,285.771,-110.936,1005.42,257.049,109.84,991.66,96.3681,-215.84,695.043,123.965,-205.363,572.134,151.542,-232.126,445.304,230.37,-228.536,78.9985,307.827,-161.92,73.5932,60.1996,-252.618,43.1294,120.452,166.375,833.412,154.898,160.229,557.291,192.773,161.695,270.489,254.131,143.325,75.3502,311.662,59.4387,59.6576,90.9847,203.504,37.1797
3233,0,57.8566,-147.772,998.812,57.3049,94.697,984.866,,,,257.205,109.555,991.582,96.1431,-215.948,695.074,123.817,-205.507,572.145,151.46,-232.235,445.292,230.34,-228.546,78.996,307.823,-161.925,73.6128,60.18,-252.609,43.0982,120.603,166.366,833.532,154.877,160.185,557.283,192.707,161.631,270.525,254.153,143.324,75.3649,311.458,59.4012,59.5595,90.9835,203.529,37.2621
3234,0,57.6449,-147.866,999.003,57.472,94.6696,985.002,284.571,-111.18,1003.9,257.355,109.318,991.561,95.9175,-216.133,695.172,123.687,-205.696,572.271,151.431,-232.357,445.374,230.266,-228.58,79.0221,307.809,-161.917,73.6873,60.1845,-252.618,43.1562,120.579,166.537,833.754,154.731,160.238,557.305,192.479,161.591,270.627,254.146,143.378,75.433,311.549,59.3854,59.8157,90.9453,203.531,37.3216
3235,0,57.3627,-147.822,999.203,57.7327,94.6846,985.053,284.357,-111.322,1003.82,257.415,109.096,991.451,95.7599,-216.279,695.243,123.642,-205.892,572.464,151.426,-232.497,445.424,230.204,-228.632,79.1147,307.73,-161.965,73.6506,60.0911,-252.605,43.2125,120.886,166.543,833.808,154.454,160.342,557.422,192.107,161.577,270.761,254.044,143.412,75.5295,311.392,59.2936,60.0616,90.9243,203.544,37.36
3236,0,57.1189,-147.788,999.303,58.0309,94.7045,985.03,284.294,-111.621,1003.88,257.569,108.823,991.281,95.537,-216.416,695.268,123.531,-206.073,572.449,151.423,-232.637,445.404,230.18,-228.662,79.189,307.663,-161.948,73.6964,60.0862,-252.615,43.215,121.135,166.582,833.875,154.199,160.432,557.394,191.792,161.55,270.852,253.92,143.402,75.607,311.265,59.2611,60.1705,90.8592,203.568,37.3695
3237,0,56.9513,-147.716,999.29,58.32,94.773,985.18,284.156,-111.818,1003.48,257.895,108.471,991.096,95.4021,-216.521,695.2,123.511,-206.166,572.337,151.437,-232.748,445.378,230.189,-228.671,79.0611,307.742,-161.983,73.6246,60.1203,-252.676,43.158,121.19,166.705,834.163,154.008,160.459,557.571,191.621,161.554,270.891,253.97,143.36,75.6738,311.249,59.2277,60.1698,90.9026,203.554,37.3367
3238,0,56.7948,-147.567,999.245,58.6033,94.8723,985.341,,,,258.327,108.145,990.786,95.1124,-216.55,695.005,123.396,-206.198,572.162,151.341,-232.818,445.233,230.294,-228.654,78.8669,307.796,-162.01,73.5147,60.1544,-252.675,43.0674,121.398,166.76,834.278,153.888,160.558,557.565,191.593,161.509,270.854,253.936,143.299,75.5447,311.296,59.2072,60.1254,90.9236,203.568,37.2359
3239,0,56.6205,-147.41,999.299,58.7875,95.0188,985.609,,,,258.7,107.857,990.436,94.7948,-216.412,694.912,123.088,-206.11,572.005,151.128,-232.794,445.111,230.312,-228.601,78.7381,307.835,-162.039,73.3979,60.1649,-252.71,42.8893,121.777,166.756,834.282,153.851,160.74,557.409,191.729,161.447,270.768,254.001,143.255,75.4228,311.259,59.1871,60.0271,91.0337,203.618,37.1248
3240,0,56.5156,-147.245,999.526,59.0478,95.1189,985.791,283.669,-112.477,1001.96,259.088,107.611,990.314,94.3425,-216.278,695.059,122.676,-206.119,571.965,150.924,-232.755,445.14,230.303,-228.593,78.7723,307.878,-162.011,73.5077,60.1855,-252.678,42.9263,122.144,166.822,834.481,153.993,160.996,557.412,191.894,161.366,270.815,254.046,143.232,75.4861,311.201,59.1422,60.1813,91.0842,203.644,37.1093
3241,0,56.4263,-147.147,999.729,59.3611,95.2264,985.963,283.999,-113.041,1002.11,259.383,107.453,990.169,93.8595,-216.156,695.198,122.297,-206.11,572.139,150.649,-232.733,445.164,230.276,-228.612,78.809,307.807,-161.956,73.536,60.1786,-252.639,42.977,123.663,166.115,833.768,153.968,161.152,557.525,191.973,161.282,270.879,253.801,142.985,75.3201,311.104,59.077,60.3534,91.1154,203.655,37.0698
3242,0,56.4216,-147.126,999.84,59.6863,95.2477,986.014,283.907,-113.116,1001.54,259.682,107.282,989.976,93.4079,-216.093,695.197,121.946,-206.152,572.136,150.403,-232.756,445.107,230.24,-228.586,78.8326,307.79,-161.999,73.4756,60.1786,-252.641,42.9701,124.051,166.155,833.998,153.938,161.339,557.606,191.925,161.104,271.003,253.717,142.929,75.4006,311.023,58.9822,60.5893,91.0773,203.68,37.0505
