Trajectories
100
,,Welding_Ethan0728:LASI,,,Welding_Ethan0728:RASI,,,Welding_Ethan0728:LPSI,,,Welding_Ethan0728:RPSI,,,Welding_Ethan0728:LTHI,,,Welding_Ethan0728:LKNE,,,Welding_Ethan0728:LTIB,,,Welding_Ethan0728:LANK,,,Welding_Ethan0728:LHEE,,,Welding_Ethan0728:LTOE,,,Welding_Ethan0728:RTHI,,,Welding_Ethan0728:RKNE,,,Welding_Ethan0728:RTIB,,,Welding_Ethan0728:RANK,,,Welding_Ethan0728:RHEE,,,Welding_Ethan0728:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
763,0,47.8186,-93.0185,973.209,80.9639,143.448,949.042,274.971,-87.1336,990.139,274.508,134.884,965.924,13.8867,-191.975,719.246,6.26418,-207.027,592.251,3.42041,-253.963,470.266,16.2159,-309.898,94.2003,99.17,-254.601,63.0325,-156.559,-313.204,101.758,129.308,210.452,822.599,106.316,219.46,547.557,150.995,211.745,261.337,230.176,180.096,75.2978,281.712,93.8223,60.0267,70.2482,250.682,37.0147
764,0,47.1275,-94.7307,971.669,82.2159,141.475,947.343,,,,280.692,129.234,970.698,12.9007,-194.647,717.755,4.72549,-208.907,590.867,0.690832,-255.437,469.043,11.2075,-310.794,92.6903,94.3462,-255.49,61.4729,-161.489,-313.303,102.083,130.062,208.42,821.813,105.564,219.408,547.208,150.351,211.746,261.03,230.018,180.08,75.1391,281.719,93.7902,59.9874,70.2034,250.686,36.9043
765,0,46.5145,-96.6117,970.027,83.4238,139.318,945.849,,,,281.932,125.639,969.57,12.0436,-197.42,716.1,3.17082,-210.747,589.424,-2.16176,-256.802,467.586,6.49221,-312.071,91.1413,89.9957,-256.34,60.4171,-165.925,-312.728,101.603,130.884,206.317,820.988,104.971,219.277,546.966,149.967,211.684,260.84,230.014,180.04,75.0689,281.671,93.7466,59.9414,70.2918,250.499,36.408
766,0,45.9226,-98.7372,968.351,84.5832,136.907,944.383,272.869,-97.9775,985.904,283.077,122.035,968.465,11.2197,-200.117,714.383,1.56383,-212.362,587.818,-5.05496,-258.037,466.097,2.37144,-313.008,89.1676,87.0466,-257.443,60.4338,-169.663,-311.447,99.8837,131.918,204.153,820.174,107.263,219.261,543.332,150.222,211.067,260.532,230.217,179.994,75.1848,281.655,93.7168,59.9241,70.2676,250.413,36.1859
767,0,45.3966,-101.087,966.49,85.9093,134.264,942.732,272.53,-101.809,984.514,284.222,118.272,967.533,10.3338,-202.793,712.445,-0.178947,-213.597,586.276,-8.07057,-259.161,464.548,-1.21107,-313.673,87.0949,85.3849,-258.617,60.9159,-172.531,-309.445,96.2438,133.14,201.935,819.377,103.812,219.153,546.604,149.774,211.499,260.703,230.38,179.916,75.3789,281.62,93.6779,59.9655,70.4202,250.693,37.1688
768,0,44.9318,-103.7,964.289,87.2543,131.444,940.933,272.184,-105.803,982.639,285.305,114.389,966.416,9.4454,-205.439,710.269,-2.33676,-214.829,584.749,-11.2234,-260.125,462.867,-4.27952,-314.444,84.4123,84.7731,-259.722,60.8556,-174.633,-306.826,90.7391,134.421,199.475,818.337,102.881,219.094,546.364,149.469,211.519,260.608,230.453,179.914,75.4049,281.584,93.6044,60.1014,70.3054,250.553,36.6286
769,0,44.4871,-106.592,961.76,88.5164,128.334,938.781,271.712,-109.649,980.71,286.478,110.281,965.432,8.39449,-208.101,707.859,-4.89184,-215.357,583.075,-14.5971,-260.868,460.951,-6.47718,-314.902,81.3231,83.7397,-261.381,60.7393,-176.732,-303.894,83.9021,135.776,197.06,817.218,101.744,219.174,546.296,149.337,211.097,260.214,230.312,179.889,75.3505,281.419,93.4695,60.2796,70.3316,250.543,36.5096
770,0,44.0509,-109.519,959.104,90.0657,124.988,936.102,,,,287.869,105.903,964.478,7.11996,-210.824,705.503,-7.60468,-216.32,581.344,-18.205,-261.359,458.959,-8.3774,-315.328,78.0584,82.2716,-263.47,60.8484,-178.917,-300.749,76.7832,137.098,194.642,816.125,100.412,219.334,545.841,148.453,211.167,259.993,230.075,179.861,75.2917,281.351,93.4073,60.4725,70.3741,250.737,36.9433
771,0,43.7837,-112.638,956.365,91.5581,121.633,933.34,271.058,-118.446,976.853,289.11,101.391,963.121,5.62478,-213.461,703.304,-10.3939,-217.386,579.525,-22.0711,-261.832,456.884,-9.92478,-315.526,75.0239,80.9115,-265.352,61.3933,-181.344,-297.882,71.3509,138.458,192.159,815.129,99.2279,219.479,545.574,147.531,211.214,259.953,229.898,179.84,75.4239,281.218,93.341,60.7204,70.4403,250.578,36.3984
772,0,43.6872,-115.651,953.578,93.0634,118.073,930.464,270.953,-123.356,975.025,290.556,96.7171,961.636,3.85449,-215.939,701.224,-13.061,-218.57,577.533,-26.2265,-262.54,454.881,-11.681,-315.612,72.6406,80.149,-266.833,62.5779,-183.445,-296.08,67.4082,139.815,189.419,814.252,101.422,219.598,541.406,146.327,211.826,260.064,229.847,179.797,75.6549,281.093,93.2239,61.0147,70.4231,250.754,36.9809
773,0,43.8493,-118.769,950.51,94.5823,114.537,927.62,264.64,-127.756,966.216,292.044,92.1137,959.798,1.91866,-218.273,699.192,-16.1448,-220.017,575.546,-30.7908,-263.422,453.258,-13.3353,-315.583,71.2963,78.9803,-268.171,63.2744,-184.802,-295.989,63.3996,141.023,186.613,813.358,97.3544,219.756,544.973,146.395,211.148,259.887,229.927,179.736,75.9124,280.958,93.1308,61.2882,70.4824,250.778,36.9966
774,0,44.4335,-121.768,947.314,97.2498,110.638,923.836,,,,293.731,87.6009,957.967,-0.152708,-220.478,697.554,-20.1816,-221.671,574.36,-35.7825,-264.344,452.428,-14.5215,-315.868,71.4195,77.5216,-268.508,63.4012,-184.773,-297.319,59.4521,142.43,183.8,812.225,96.5635,219.716,544.956,146.269,211.332,259.995,229.848,179.596,76.1552,280.783,93.0011,61.564,70.5661,250.785,37.1042
775,0,45.2822,-124.92,944.01,98.0519,107.713,922.185,270.683,-137.801,969.619,295.518,83.3328,956.033,-2.61814,-222.502,696.595,-25.7175,-222.386,574.456,-41.2,-265.134,452.114,-15.0159,-316.506,72.3669,78.1048,-268.237,65.0383,-183.84,-298.633,57.3081,144.092,181.091,811.037,96.5171,219.775,544.139,145.859,210.692,260.497,229.818,179.426,76.4093,280.521,92.7143,61.8982,70.6428,250.794,37.1918
776,0,46.2207,-128.083,940.433,101.631,103.218,917.671,271.947,-143.765,969.267,297.396,79.2224,954.245,-6.16856,-224.413,696.716,-31.6811,-223.095,575.298,-46.6971,-265.744,451.883,-14.8324,-316.947,73.2772,78.0447,-267.446,65.0662,-183.277,-299.369,57.1376,146.039,178.436,809.406,95.2139,219.727,544.729,145.222,210.945,260.996,229.492,179.032,76.471,280.133,92.1571,62.3992,70.7038,250.806,37.1251
777,0,47.2716,-131.359,936.834,103.82,99.4886,914.262,273.691,-148.578,968.343,299.375,75.1796,952.556,-10.6099,-225.801,697.956,-37.4359,-224.174,576.336,-51.7776,-266.465,451.509,-13.8841,-317.053,73.9948,77.7844,-266.621,64.7288,-183.517,-299.413,56.6421,148.265,175.881,807.9,94.4604,219.92,544.743,145.282,210.218,261.16,229.086,178.289,76.8131,279.538,91.348,62.9407,70.8317,250.696,36.5416
778,0,48.293,-134.713,933.343,106.287,95.7695,910.585,271.752,-150.949,963.258,301.243,71.1018,950.792,-14.9979,-226.572,699.69,-42.1886,-225.604,577.211,-56.037,-267.732,450.925,-13.022,-317.095,74.6117,77.5581,-266.162,65.1341,-184.279,-299.275,55.2575,150.838,173.195,806.384,94.463,220.274,544.016,145.005,209.945,261.538,228.769,177.424,77.3979,278.569,89.9877,63.5776,71.0371,251.004,37.0579
779,0,49.0863,-137.952,929.934,108.453,92.1417,907.306,273.391,-153.439,962.406,303.087,66.9193,948.95,-18.3113,-227.268,701.531,-45.8032,-227.893,577.73,-59.4392,-269.815,449.974,-12.4253,-317.186,74.7042,77.236,-266.15,65.8203,-185.241,-299.209,53.1235,153.6,170.419,805.068,94.1274,220.679,544.213,144.699,209.63,262.081,228.453,176.219,78.2177,277.679,87.8053,64.5683,71.5847,251.071,36.6266
780,0,49.7504,-141.157,926.495,111.008,88.613,903.517,274.285,-157.107,960.409,304.935,62.5722,946.82,-20.2687,-228.591,702.925,-48.3354,-230.591,577.475,-62.4995,-272.133,448.622,-12.3203,-317.432,74.6029,77.0747,-266.426,66.3244,-186.083,-299.362,50.6242,156.459,167.562,803.691,94.1149,221.17,544.361,144.467,209.223,262.585,228.14,174.568,78.9986,275.756,85.2897,65.4489,72.3173,251.452,36.7727
781,0,50.4758,-144.141,922.975,113.417,85.1201,899.832,274.329,-160.859,957.778,306.902,58.0384,944.221,-21.3269,-230.8,703.505,-50.4693,-233.39,576.429,-65.68,-274.136,447.373,-12.7747,-317.685,74.1844,76.9479,-266.891,66.3078,-185.914,-299.77,49.5034,159.194,164.764,802.566,94.4142,221.593,544.244,144.294,208.595,262.924,227.599,172.157,79.4859,273.286,81.8606,65.5376,73.2949,251.962,36.8358
782,0,51.3362,-147.48,918.446,116.008,81.7885,895.721,275.171,-165.227,955.438,308.988,53.2839,941.146,-22.1709,-233.881,702.787,-53.6938,-235.805,575.182,-69.4718,-275.317,446.731,-13.7181,-317.895,73.3438,76.7634,-267.354,65.898,-185.309,-300.271,49.9241,161.764,161.9,801.279,94.9914,221.867,543.85,144.163,207.582,262.952,227.164,169.157,79.8182,270.879,77.8238,66.1942,74.896,252.63,36.929
783,0,52.0135,-150.483,914.334,118.285,78.5716,891.869,275.367,-169.582,952.654,311.12,48.5596,937.541,-23.3778,-237.336,700.562,-57.9329,-236.916,574.351,-73.9573,-275.851,446.033,-14.4261,-317.754,72.5001,76.6942,-267.807,65.8147,-184.904,-300.462,49.9358,164.355,159.152,799.73,95.9799,221.927,543.168,144.354,206.186,262.777,226.698,165.391,79.75,267.832,72.7583,66.0349,76.9734,253.501,37.6103
784,0,52.3527,-151.85,911.405,120.734,75.4747,887.823,275.796,-174.593,949.545,313.288,43.8704,934.006,-25.0596,-240.71,697.411,-62.4178,-238.122,573.147,-78.7588,-276.159,444.674,-15.1377,-317.551,71.9391,76.5027,-268.118,65.9576,-185.006,-300.506,49.3471,166.917,156.416,797.864,97.2946,221.941,542.319,144.882,204.479,262.303,226.201,161.047,79.4198,264.436,66.949,65.4892,80.2057,253.786,37.1207
785,0,53.3732,-154.74,906.701,,,,275.859,-179.181,946.096,315.354,39.3745,930.383,-27.0442,-243.733,694.03,-66.4567,-239.203,571.412,-83.5641,-276.235,443.294,-15.7348,-317.61,71.8625,76.4232,-268.238,66.218,-185.484,-300.408,48.2316,169.597,153.824,795.64,98.6336,221.777,541.496,145.453,202.606,261.821,226.035,156.547,79.0195,260.633,61.1639,64.897,82.4199,254.604,37.7024
786,0,54.1956,-157.331,902.385,125.208,69.5565,880.318,275.985,-183.768,942.057,317.3,35.1431,926.848,-29.0882,-246.132,691.386,-70.106,-240.521,569.858,-87.9184,-276.431,442.647,-15.7711,-317.55,72.194,76.2002,-268.147,66.333,-186.083,-300.315,46.9578,172.328,151.101,793.226,99.9227,221.379,540.707,146.124,200.626,261.539,225.906,152.107,78.7061,257.128,56.1931,64.7653,85.3318,254.814,37.9373
787,0,54.6466,-159.417,898.734,127.543,66.5981,876.407,276.349,-188.267,937.908,319.296,31.091,923.745,-30.9364,-248.05,689.812,-73.4828,-241.749,568.824,-91.7471,-276.859,442.028,-15.4647,-317.343,72.7678,76.0818,-267.833,66.6138,-186.361,-300.165,46.4306,175.006,148.365,790.683,100.95,221.004,540.008,146.744,199.049,261.418,226.075,148.269,78.7417,254.193,52.2135,64.6217,88.0336,254.783,38.2944
788,0,56.0804,-162.743,893.068,129.857,63.5758,872.189,276.897,-192.234,933.62,321.284,27.2762,920.874,-32.2453,-249.807,688.831,-76.6401,-242.957,567.962,-95.2845,-277.454,440.999,-15.2884,-317.273,73.3917,76.0171,-267.497,67.0228,-186.392,-300.182,46.1593,177.624,145.582,788.185,101.453,220.705,539.268,146.851,197.949,261.302,225.898,145.511,78.7941,251.838,49.1986,64.7906,89.8264,254.701,38.1763
789,0,56.9446,-165.433,888.424,128.68,62.9822,871.796,277.477,-195.732,929.327,323.227,23.6525,917.828,-33.2934,-251.576,687.852,-79.8666,-243.876,567.288,-98.5269,-277.845,439.852,-15.1663,-317.218,73.7281,75.9344,-267.309,67.1909,-186.297,-300.274,45.7166,180.053,142.761,785.638,101.316,220.638,538.584,146.282,197.411,261.236,225.243,143.849,78.9777,250.167,46.9936,65.0439,91.1049,254.791,38.2924
790,0,57.7079,-168.062,883.841,133.991,57.2398,863.021,278.427,-199.188,925.236,324.852,20.1094,914.149,-34.4763,-252.931,686.675,-83.2754,-244.663,566.525,-101.835,-278.221,438.907,-15.1611,-317.199,73.8315,75.8129,-267.294,67.1498,-186.33,-300.313,45.173,182.102,139.882,783.215,100.72,220.77,538.006,145.222,197.266,260.944,224.476,143.008,79.1079,248.903,45.6683,65.0605,92.361,254.596,38.002
791,0,57.9994,-170.092,880.337,135.686,54.0839,858.641,279.277,-202.39,921.467,326.377,16.5428,910.294,-36.2021,-253.67,685.435,-86.9009,-245.222,565.663,-105.381,-278.397,437.955,-15.2755,-317.125,73.7179,75.7394,-267.371,67.155,-186.412,-300.315,44.8547,183.7,137.142,781.04,100.068,220.924,537.478,144.151,197.273,260.521,223.734,142.561,79.3851,247.951,44.497,65.1064,92.4146,254.689,37.9801
792,0,58.6111,-172.353,876.102,137.383,51.0933,854.283,280.123,-205.378,917.816,327.834,12.9554,906.349,-38.1169,-253.32,684.026,-90.7654,-245.553,564.896,-109.101,-278.274,436.984,-15.4896,-317.059,73.5966,75.6197,-267.458,67.4153,-186.41,-300.402,44.4548,185.154,134.491,779.05,99.6519,221.003,536.872,143.58,197.473,260.367,223.447,142.304,79.7261,247.518,43.9176,65.1597,92.3557,254.768,37.9595
793,0,60.2968,-175.404,870.276,138.819,48.3024,850.301,280.652,-208.436,913.649,329.045,9.46842,901.929,-40.2904,-253.398,682.876,-94.5362,-245.704,564.081,-112.817,-278.021,436.061,-15.7525,-316.996,73.4734,75.5872,-267.505,67.7326,-186.492,-300.467,44.0403,186.605,131.938,776.988,99.4487,220.986,536.248,143.279,197.575,260.307,223.526,142.058,79.9106,247.198,43.513,64.9304,91.4605,255.2,38.1526
794,0,61.0575,-177.513,865.293,140.088,45.8147,846.366,280.97,-211.322,909.435,330.725,6.02031,898.108,-42.4384,-253.709,681.585,-98.2052,-245.869,563.316,-116.356,-277.65,435.056,-16.0345,-316.912,73.3291,75.5102,-267.514,67.925,-186.547,-300.516,43.6042,188.056,129.457,774.566,99.2681,221.142,535.47,143.311,197.699,260.204,223.708,141.806,79.6988,247.087,43.4375,64.732,92.3945,254.953,38.0521
795,0,61.7381,-179.521,859.916,138.715,45.4849,845.536,281.139,-214.564,905.086,332.231,2.73324,894.036,-44.492,-254.411,679.817,-101.635,-245.971,562.176,-119.794,-277.395,433.967,-16.2619,-316.821,73.3317,75.3719,-267.373,67.9381,-186.66,-300.544,43.1322,189.486,127.053,771.675,98.8681,221.418,534.681,143.355,197.765,259.844,223.818,141.609,79.1746,246.957,43.3068,64.4046,91.6717,255.286,38.0944
796,0,62.4103,-181.503,854.372,142.47,41.5135,837.86,281.55,-217.986,900.673,333.901,-0.404791,890.114,-46.3037,-255.371,677.879,-104.795,-246.301,560.981,-122.862,-277.301,432.891,-16.3465,-316.699,73.4493,75.2315,-267.276,67.9683,-186.734,-300.524,42.717,190.851,124.824,768.57,98.2049,221.897,533.673,143.477,197.374,258.642,223.86,141.47,78.6378,246.981,43.1631,64.3036,92.7905,255.028,37.8732
797,0,62.9974,-183.255,849.13,142.886,40.2602,834.387,281.766,-221.207,895.945,335.42,-3.40681,886.056,-47.6526,-256.449,675.884,-107.665,-246.764,559.812,-125.69,-277.417,431.711,-16.2626,-316.627,73.6117,75.1592,-267.181,68.0679,-186.747,-300.507,42.5153,192.056,122.701,765.49,97.4046,222.303,532.519,143.408,197.32,258.015,223.865,141.404,78.2492,246.91,42.7667,64.047,93.0013,255.052,37.9163
798,0,62.7629,-184.546,845.234,143.138,38.8559,831.095,281.96,-224.167,891.066,337.016,-6.3607,881.762,-48.974,-257.912,674.297,-110.29,-247.302,558.582,-128.327,-277.701,430.478,-16.1976,-316.58,73.6952,75.1009,-267.124,68.1343,-186.774,-300.52,42.3503,192.933,120.475,762.06,96.6045,222.666,531.163,142.853,197.914,258.491,223.975,141.308,78.0976,246.867,42.6978,63.6304,93.1836,255.093,37.9489
799,0,63.9935,-186.553,839.576,145.027,36.6466,825.702,282.457,-226.924,885.733,338.484,-9.16412,876.991,-49.3583,-258.547,671.929,-112.933,-247.931,557.514,-131.039,-277.841,429.521,-16.1402,-316.488,73.711,75.1296,-267.075,68.3635,-186.735,-300.564,42.1792,193.764,118.182,758.737,95.8046,222.784,529.969,142.761,197.561,257.575,224.176,141.08,78.1662,246.727,42.6419,63.1179,93.3807,255.095,38.0866
800,0,65.3048,-188.529,833.816,146.533,34.501,820.587,283.277,-229.497,880.23,339.857,-11.7643,871.712,-50.4324,-259.646,670.264,-115.658,-248.26,556.582,-133.861,-277.477,428.55,-16.2219,-316.509,73.5961,75.116,-267.048,68.5255,-186.732,-300.57,41.9986,195.111,116.378,756.473,94.4604,222.775,528.146,142.421,197.489,256.842,224.44,140.906,78.1,246.923,42.556,62.7399,93.645,255.078,38.2569
801,0,64.8751,-189.22,830.225,147.855,32.5176,815.443,284.088,-231.629,874.561,339.924,-12.5045,863.868,-51.2249,-260.348,668.14,-118.661,-248.681,555.323,-136.955,-277.399,427.441,-16.4453,-316.286,73.4128,75.0666,-267.016,68.567,-186.824,-300.57,41.728,196.026,114.433,753.254,93.8308,222.961,527.257,141.764,197.442,255.919,224.583,140.776,77.7257,247.137,42.8574,63.0434,93.8257,255.084,38.198
802,0,66.6838,-191.301,823.094,,,,285.001,-233.669,868.896,342.315,-16.6536,860.355,-52.1283,-261.121,665.728,-121.457,-248.923,553.771,-140.142,-277.128,426.206,-16.6617,-316.151,73.2809,74.904,-266.948,68.5804,-186.87,-300.52,41.6095,196.958,112.618,749.838,92.6751,223.141,525.795,141.332,197.215,254.627,224.679,140.696,77.2913,247.023,42.5289,61.8522,93.9188,255.092,38.2214
803,0,66.3149,-191.773,818.922,,,,285.67,-235.681,863.156,343.71,-19.0405,854.956,-53.2304,-261.981,662.997,-124.237,-249.135,552.127,-143.498,-276.706,424.87,-16.879,-315.974,73.1704,74.8827,-266.869,68.6416,-186.964,-300.484,41.561,197.832,110.994,746.205,91.3554,223.458,524.406,140.536,197.521,254.32,224.859,140.699,76.9109,247.185,42.6629,62.3384,93.5118,255.425,38.8078
804,0,67.4375,-193.221,812.298,,,,286.165,-237.646,857.595,342.956,-19.6833,846.655,-54.3224,-262.676,660.101,-126.733,-249.193,550.33,-146.706,-276.051,423.634,-16.9995,-315.903,73.1113,74.8819,-266.805,68.7094,-187.019,-300.476,41.6048,198.718,109.452,742.453,89.5622,223.921,522.608,139.995,197.606,253.746,224.882,140.662,76.697,247.138,42.6173,62.0833,94.0957,255.177,38.6196
805,0,69.0182,-194.669,805.407,,,,286.612,-239.861,851.801,344.026,-21.9312,841.348,-55.3244,-263.25,657.375,-129.222,-249.238,548.796,-149.562,-275.539,422.316,-16.8245,-315.646,73.1314,74.8013,-266.766,68.8622,-187.022,-300.461,41.7605,199.495,107.89,738.613,88.5384,224.485,521.929,139.586,197.764,253.307,225.076,140.583,76.7055,247.01,42.2491,61.2513,93.4207,255.531,39.0366
806,0,69.5797,-195.797,799.678,,,,287.416,-242.299,845.901,345.055,-24.0117,835.965,-56.0687,-263.745,654.922,-131.608,-249.371,547.349,-152.148,-275.318,421.065,-16.96,-315.605,72.9149,75.0693,-267.122,69.0932,-186.985,-300.461,41.8754,200.271,106.293,734.862,87.1166,225.113,520.574,139.081,197.976,252.768,225.308,140.56,76.7338,247.147,42.1659,61.0391,93.5834,255.549,39.171
807,0,70.1619,-197.072,793.739,,,,287.923,-244.366,839.653,345.991,-25.8775,830.248,-56.8808,-264.104,652.597,-133.964,-249.367,545.753,-154.49,-275.097,419.798,-17.0425,-315.523,72.6948,74.8826,-266.684,68.8602,-186.951,-300.448,41.8002,200.81,104.723,730.911,85.5957,225.679,518.928,138.428,198.146,252.007,225.412,140.533,76.5932,247.341,42.2245,60.7477,93.6696,255.552,39.0802
808,0,70.5251,-198.199,787.976,,,,288.31,-245.928,833.042,346.841,-27.4786,824.268,-57.5227,-264.346,650.035,-136.492,-249.524,544.513,-156.953,-274.951,418.475,-16.2412,-315.176,72.9839,75.1307,-266.928,68.9213,-186.96,-300.447,41.6715,201.36,103.268,726.746,84.1056,226.324,517.135,137.742,198.312,251.102,225.545,140.493,76.2422,247.399,42.2366,60.2956,93.7921,255.608,39.0011
809,0,70.9118,-199.22,782.201,,,,288.736,-247.154,826.398,347.754,-28.9329,818.174,-58.116,-264.556,647.578,-139.137,-249.561,543.538,-159.548,-274.902,417.168,-15.3591,-315.007,73.6179,75.1645,-266.912,68.7855,-186.928,-300.447,41.6651,201.873,102.074,722.298,82.6686,227.017,515.28,136.788,198.509,250.013,225.625,140.385,75.9943,247.54,42.2444,59.9039,94.3118,255.489,39.1036
810,0,71.3941,-200.225,776.474,,,,289.992,-248.803,819.962,348.699,-30.2236,812.007,-58.5486,-264.835,644.885,-141.321,-249.768,541.822,-162.232,-274.725,415.758,-15.3282,-314.956,73.5672,75.1806,-266.855,68.862,-186.905,-300.399,41.7386,202.379,101.24,717.655,80.786,227.673,512.922,135.812,198.799,248.977,225.72,140.306,75.8058,247.552,42.1562,59.7181,93.9959,255.587,39.0478
811,0,70.9772,-200.348,771.938,,,,290.725,-249.872,813.765,349.618,-31.5206,805.95,-58.9821,-265.157,642.1,-143.487,-250.055,540.235,-165.007,-274.493,414.199,-15.4618,-314.933,73.5499,75.1393,-266.813,68.8676,-186.948,-300.399,41.8334,202.93,100.634,713.074,79.3117,228.416,511.243,134.79,199.088,248.081,225.719,140.261,75.7549,247.499,42.0369,59.5253,94.0714,255.614,39.2388
812,0,72.3135,-201.497,764.483,,,,291.287,-250.734,807.589,351.012,-33.4888,799.694,-59.3464,-265.467,639.194,-145.576,-250.318,538.677,-167.671,-274.136,412.784,-15.5541,-314.887,73.73,75.0828,-266.698,68.8874,-186.954,-300.369,41.9598,203.351,100.075,708.408,77.9218,229.265,509.891,133.993,199.467,247.559,225.735,140.29,75.851,247.438,41.9637,59.5182,94.308,255.586,39.432
813,0,72.7559,-201.931,758.422,,,,291.74,-251.572,801.142,352.098,-34.923,793.646,-59.7071,-265.91,636.254,-147.489,-250.472,537.078,-170.204,-273.902,411.435,-15.5327,-314.842,73.8603,75.1803,-266.621,68.992,-186.936,-300.357,42.072,,,,76.5482,230.178,508.563,133.401,199.903,247.122,225.753,140.268,75.9375,247.402,41.9037,59.459,94.2074,255.67,39.5354
814,0,,,,,,,292.829,-253.162,794.881,353.093,-36.3821,787.415,-60.0902,-266.379,633.164,-149.37,-250.694,535.407,-172.764,-273.986,410.293,-15.4325,-314.774,73.8481,75.1435,-266.559,68.9385,-186.915,-300.325,42.1227,,,,75.2005,231.055,507.189,132.902,200.293,246.558,225.827,140.298,75.8805,247.488,41.9668,59.4238,94.6139,255.659,39.6984
815,0,,,,,,,293.117,-254.288,788.259,354.122,-37.9012,781.12,-60.4005,-266.708,630.091,-151.061,-251.001,533.62,-174.573,-273.375,408.72,-15.3838,-314.767,73.8251,75.1499,-266.545,69.0094,-186.878,-300.322,42.1549,,,,73.9048,231.947,505.826,132.26,200.655,245.86,225.84,140.278,75.8146,247.63,42.0313,59.3608,94.0834,255.843,39.6142
816,0,,,,,,,293.728,-256.018,781.411,355.077,-39.2739,774.867,-60.7511,-266.915,627.266,-152.616,-251.243,532.024,-176.539,-273.222,407.522,-15.4558,-314.76,73.8674,75.1907,-266.455,69.0128,-186.858,-300.279,42.1705,,,,72.6997,232.759,504.487,131.399,201.073,245.17,225.784,140.269,75.7632,247.558,41.902,59.2193,94.0103,255.923,39.7375
