Trajectories
100
,,Welding_Ethan0728:LASI,,,Welding_Ethan0728:RASI,,,Welding_Ethan0728:LPSI,,,Welding_Ethan0728:RPSI,,,Welding_Ethan0728:LTHI,,,Welding_Ethan0728:LKNE,,,Welding_Ethan0728:LTIB,,,Welding_Ethan0728:LANK,,,Welding_Ethan0728:LHEE,,,Welding_Ethan0728:LTOE,,,Welding_Ethan0728:RTHI,,,Welding_Ethan0728:RKNE,,,Welding_Ethan0728:RTIB,,,Welding_Ethan0728:RANK,,,Welding_Ethan0728:RHEE,,,Welding_Ethan0728:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
6495,0,-281.806,-134.065,540.464,-304.806,111.1,540.611,-62.3693,-69.7571,531.538,-107.152,144.018,535.633,-260.37,-213.595,241.342,-250.9,-226.661,119.318,-144.047,-238.82,69.837,193.504,-168.939,218.69,201.412,-92.1939,288.893,186.184,-204.648,55.5869,-262.399,191.166,370.152,-250.234,233.898,106.037,,,,188.062,191.175,224.357,199.708,99.4682,262.605,165.237,279.031,76.954
6496,0,-282.452,-134.075,540.478,-305.331,111.073,540.581,-68.3784,-68.4138,525.133,-107.592,143.801,535.647,-260.637,-213.647,241.334,-250.973,-226.61,119.267,-144.094,-238.791,69.8071,193.355,-168.893,218.74,201.349,-92.1235,289.03,186.189,-204.675,55.852,-262.696,191.162,370.086,-250.242,233.802,105.933,,,,188.074,191.159,224.482,199.704,99.4077,262.773,165.254,279.013,76.9679
6497,0,-283.033,-134.152,540.441,-305.881,111.053,540.606,-62.1541,-70.368,533.628,-107.968,143.746,535.729,-260.961,-213.699,241.319,-251.056,-226.56,119.219,-144.177,-238.769,69.8684,193.263,-168.88,218.947,201.281,-92.0927,289.206,186.023,-204.684,55.9256,-263.054,191.151,370.094,-250.328,233.837,106.032,,,,188.063,191.131,224.584,199.657,99.3546,262.851,165.275,278.959,76.9763
6498,0,-283.592,-134.2,540.366,-306.398,111.006,540.511,-62.7798,-70.4947,533.517,-108.545,143.741,535.707,-261.314,-213.737,241.302,-251.293,-226.562,119.144,-144.294,-238.742,69.9323,193.039,-168.843,218.989,201.106,-92.0499,289.264,185.963,-204.686,56.1202,-263.242,191.558,369.886,-250.3,233.837,105.922,,,,187.983,191.139,224.634,199.64,99.358,262.941,165.244,278.976,77.0287
6499,0,-284.029,-134.319,540.29,-306.906,110.832,540.367,-63.2241,-70.5602,533.481,-109.285,143.673,535.604,-261.645,-213.775,241.227,-251.47,-226.554,119.132,-144.326,-238.696,69.9555,193.015,-168.854,219.106,200.937,-91.9539,289.309,185.435,-205.666,57.2418,-263.717,191.534,369.846,-250.42,233.848,105.991,,,,187.903,191.145,224.61,199.582,99.3571,262.845,165.177,279.007,77.0825
6500,0,-284.417,-134.448,540.202,-307.627,110.655,540.379,-63.6651,-70.5571,533.538,-110.094,143.652,535.508,-261.958,-213.796,241.136,-251.743,-226.637,119.076,-144.369,-238.703,70.0426,192.869,-168.817,219.158,200.814,-91.9597,289.254,185.406,-205.736,57.2895,-264.299,191.01,369.738,-250.567,233.932,105.987,,,,187.789,191.161,224.52,199.466,99.4599,262.874,165.074,279.067,77.1446
6501,0,-284.693,-134.661,540.194,-308.37,110.423,540.427,-64.0297,-70.4604,533.583,-110.947,143.622,535.74,-262.142,-213.848,241.109,-251.845,-226.71,119.082,-144.429,-238.736,69.968,192.853,-168.822,219.247,200.713,-91.8975,289.342,185.39,-205.705,57.2824,-264.786,190.883,369.754,-250.74,233.963,106.176,,,,187.814,191.211,224.617,199.447,99.5035,262.909,165.006,279.077,77.1836
6502,0,-284.904,-134.944,540.228,-309.104,110.176,540.51,-64.3375,-70.2515,533.62,-111.664,143.718,535.827,-262.205,-213.965,241.085,-251.834,-226.737,119.119,-144.434,-238.785,69.966,192.8,-168.819,219.226,200.71,-91.8901,289.409,185.385,-205.678,57.2056,-265.355,191.283,369.97,-250.876,233.947,106.288,,,,187.816,191.275,224.705,199.54,99.5359,262.996,164.979,279.105,77.1874
6503,0,-285.001,-135.242,540.229,-309.8,109.866,540.522,-64.5777,-70.0499,533.623,-112.368,143.844,535.898,-262.175,-214.082,241.005,-251.772,-226.806,119.059,-144.357,-238.778,69.8682,192.871,-168.762,219.162,200.821,-91.8908,289.471,186.175,-204.582,56.0045,-265.926,191.08,370.02,-250.941,233.807,106.247,,,,187.865,191.298,224.7,199.625,99.5872,263.093,165.013,279.108,77.2147
6504,0,-285.091,-135.597,540.165,-310.441,109.463,540.427,-64.8513,-69.7745,533.632,-113.041,144.033,535.975,-262.087,-214.192,240.959,-251.616,-226.846,119.034,-144.301,-238.798,69.7967,192.857,-168.735,219.097,200.866,-91.8838,289.409,185.478,-205.612,57.1939,-266.512,190.898,369.985,-251.048,233.749,106.292,,,,187.823,191.325,224.675,199.591,99.6422,263.043,165.028,279.081,77.203
6505,0,-285.304,-135.86,540.279,-311.17,109.12,540.407,-65.1501,-69.5002,533.817,-113.987,144.194,536.147,-262.078,-214.284,240.972,-251.514,-226.848,119.031,-144.23,-238.835,69.9349,192.955,-168.737,219.323,200.882,-91.769,289.452,185.434,-205.662,57.3867,-267.058,190.197,369.63,-251.088,233.833,106.143,,,,187.729,191.453,224.712,199.468,99.7318,263.09,164.984,279.083,77.1436
6506,0,-285.476,-136.117,540.32,-311.907,108.835,540.443,-65.51,-69.1927,533.903,-114.72,144.415,536.278,-262.078,-214.361,240.928,-251.367,-226.796,119.03,-144.185,-238.816,70.0632,192.933,-168.619,219.316,200.924,-91.7203,289.421,185.431,-205.633,57.4397,-267.662,190.082,369.517,-251.243,233.702,106.006,,,,187.627,191.636,224.756,199.344,99.8581,263.177,164.905,279.124,77.0477
6507,0,-285.616,-136.391,540.342,-312.499,108.51,540.341,-65.6479,-68.9498,534.007,-115.301,144.619,536.428,-261.983,-214.446,240.937,-251.381,-226.899,118.986,-144.144,-238.788,69.9989,192.956,-168.531,219.209,200.935,-91.6002,289.437,185.45,-205.566,57.4966,-269.316,190.413,370.526,-251.322,233.736,105.978,,,,187.584,191.701,224.846,199.29,99.9199,263.217,164.873,279.129,77.0422
6508,0,-285.703,-136.673,540.317,-313.031,108.169,540.308,-65.92,-68.6672,534.05,-115.828,144.748,536.679,-261.835,-214.567,240.867,-251.317,-227.053,118.967,-144.088,-238.804,69.845,192.984,-168.402,219.123,201.039,-91.5821,289.369,186.039,-204.591,56.3329,-269.407,190.666,370.215,-251.363,233.684,105.946,,,,187.522,191.686,224.885,199.321,99.9353,263.32,164.846,279.129,77.1139
6509,0,-285.818,-136.885,540.149,-313.615,107.944,540.336,-66.0865,-68.4489,534.096,-116.526,144.868,536.857,-261.816,-214.622,240.78,-251.371,-227.209,118.956,-144.091,-238.806,69.6872,193.032,-168.282,218.983,201.152,-91.3866,289.392,186.104,-204.533,56.2991,-269.056,190.246,369.652,-251.567,233.532,105.952,,,,187.461,191.763,224.897,199.232,100.003,263.351,164.788,279.136,77.0711
6510,0,-285.965,-137.014,539.992,-314.022,107.768,540.123,-66.259,-68.2553,534.246,-117.032,145.033,536.963,-261.82,-214.638,240.694,-251.416,-227.232,118.877,-143.973,-238.777,69.7409,193.013,-168.124,218.97,201.093,-91.1697,289.294,186.099,-204.481,56.2457,-269.394,190.199,369.576,-251.683,233.457,105.842,,,,187.349,191.817,224.945,199.09,100.084,263.351,164.712,279.145,77.0555
6511,0,-286.096,-137.083,539.813,-314.478,107.669,540.044,-66.4294,-68.1159,534.372,-117.485,145.171,537.161,-261.88,-214.642,240.61,-251.323,-227.199,118.813,-143.985,-238.75,69.7552,192.943,-167.939,218.997,201.003,-90.9287,289.294,185.483,-205.49,57.4029,-269.667,190.236,369.615,-251.833,233.429,105.878,,,,187.16,191.812,224.935,198.991,100.025,263.376,164.605,279.164,77.0579
6512,0,-286.29,-137.068,539.724,-314.915,107.66,540.032,-66.6318,-68.02,534.608,-117.915,145.284,537.332,-261.951,-214.606,240.564,-251.367,-227.236,118.872,-143.968,-238.753,69.941,192.968,-167.777,219.206,200.944,-90.7229,289.253,185.54,-205.466,57.5176,-269.816,189.764,369.365,-251.967,233.377,105.902,,,,186.973,191.799,224.967,198.846,100.064,263.403,164.457,279.169,77.1852
6513,0,-286.477,-137.021,539.618,-315.147,107.678,539.918,-66.8558,-67.8923,534.772,-118.268,145.429,537.562,-262.077,-214.548,240.606,-251.428,-227.216,118.863,-143.956,-238.735,70.0006,192.752,-167.594,219.173,200.854,-90.521,289.205,185.477,-205.379,57.6645,-270.032,189.827,369.37,-251.984,233.419,105.837,,,,186.818,191.802,225.08,198.733,100.104,263.508,164.314,279.207,77.2403
6514,0,-286.624,-136.961,539.672,-315.382,107.692,539.892,-67.2001,-67.7784,534.846,-118.495,145.548,537.897,-262.165,-214.525,240.674,-251.396,-227.151,118.918,-143.992,-238.705,70.1281,192.783,-167.424,219.367,200.86,-90.2782,289.319,185.459,-205.348,57.8592,-270.825,190.158,370.066,-252.009,233.468,106.017,,,,186.78,191.787,225.263,198.693,100.05,263.665,164.32,279.166,77.4285
6515,0,-286.8,-136.879,539.639,-315.524,107.769,539.864,-67.4933,-67.6039,534.84,-118.548,145.672,538.044,-262.254,-214.471,240.733,-251.39,-227.143,118.988,-144.012,-238.664,70.1772,192.708,-167.187,219.445,200.924,-89.9967,289.377,185.37,-205.136,57.9288,-270.706,190.137,369.794,-251.946,233.428,106.022,,,,186.793,191.825,225.365,198.732,100.034,263.755,164.333,279.179,77.5237
6516,0,-286.915,-136.742,539.599,-315.789,107.891,539.907,-67.6437,-67.4687,534.887,-118.708,145.792,538.146,-262.295,-214.405,240.751,-251.395,-227.138,118.992,-144.001,-238.605,70.1929,192.699,-166.997,219.458,200.876,-89.7155,289.331,185.393,-205.075,58.0624,-270.849,190.303,369.926,-251.859,233.518,106.001,,,,186.843,191.793,225.278,198.73,100.037,263.75,164.408,279.129,77.4856
6517,0,-287.109,-136.603,539.495,-315.991,108.039,539.853,-67.6876,-67.3151,534.946,-118.775,145.973,538.214,-262.273,-214.321,240.656,-251.264,-226.961,118.845,-143.929,-238.524,70.1845,192.686,-166.794,219.354,200.88,-89.4729,289.278,185.405,-205.039,58.1386,-271.022,190.483,369.965,-251.76,233.624,105.812,,,,186.901,191.873,225.269,198.74,100.117,263.774,164.461,279.171,77.36
6518,0,-287.226,-136.471,539.304,-316.231,108.153,539.694,-67.7383,-67.1741,535.061,-119.013,146.149,538.115,-262.301,-214.247,240.536,-251.249,-226.911,118.733,-143.868,-238.501,70.2093,192.646,-166.633,219.311,200.783,-89.2258,289.169,185.336,-205.017,58.1062,-271.25,190.643,369.79,-251.744,233.731,105.543,,,,186.865,191.905,225.083,198.719,100.196,263.579,164.415,279.199,77.1466
6519,0,-287.297,-136.326,539.08,-316.475,108.286,539.575,-67.7529,-66.9752,535.137,-119.283,146.347,538.085,-262.296,-214.169,240.435,-251.234,-226.83,118.68,-143.841,-238.442,70.172,192.58,-166.507,219.22,200.764,-89.0902,289.1,185.424,-205.011,58.1059,-271.607,190.89,369.967,-251.86,233.707,105.381,,,,186.879,191.96,225.016,198.773,100.276,263.493,164.35,279.242,76.9909
6520,0,-287.307,-136.248,538.985,-316.661,108.347,539.587,-67.8778,-66.7071,535.129,-119.394,146.534,538.286,-262.246,-214.115,240.452,-251.267,-226.876,118.65,-143.856,-238.417,70.1479,192.467,-166.331,219.039,200.812,-88.9745,289.203,185.38,-205.008,58.1301,-270.673,190.547,369.137,-251.843,233.732,105.42,,,,186.891,191.994,225.085,198.838,100.292,263.568,164.385,279.239,77.0445
6521,0,-287.302,-136.163,538.965,-316.793,108.407,539.632,-67.9702,-66.4668,535.28,-119.563,146.677,538.572,-262.204,-214.073,240.506,-251.238,-226.848,118.779,-143.8,-238.402,70.18,192.273,-166.189,219.009,200.83,-88.9287,289.28,185.357,-205.007,58.273,-270.752,190.596,369.252,-251.812,233.732,105.56,,,,186.881,192.004,225.201,198.874,100.296,263.694,164.398,279.191,77.2295
6522,0,-287.339,-136.084,538.88,-317.04,108.518,539.676,-68.0488,-66.2297,535.327,-119.912,146.842,538.793,-262.249,-213.983,240.565,-251.197,-226.771,118.884,-143.842,-238.398,70.2397,192.132,-166.08,218.988,200.764,-88.8098,289.385,185.258,-204.999,58.3864,-270.881,190.688,369.261,-251.832,233.836,105.565,,,,186.872,192.056,225.246,198.803,100.425,263.847,164.359,279.203,77.3361
6523,0,-287.45,-135.943,538.844,-317.179,108.55,539.563,-68.1543,-66.0216,535.554,-120.183,147.099,538.984,-262.297,-213.898,240.599,-251.303,-226.779,118.889,-143.846,-238.393,70.3956,191.997,-166.007,219.018,200.694,-88.7438,289.436,185.17,-205.085,58.5824,-270.986,190.761,369.211,-251.914,233.81,105.557,,,,186.786,192.172,225.372,198.791,100.499,263.935,164.315,279.248,77.3878
6524,0,-287.502,-135.813,538.74,-317.339,108.655,539.54,-68.3406,-65.7866,535.631,-120.481,147.236,539.174,-262.334,-213.818,240.643,-251.351,-226.708,118.953,-143.888,-238.405,70.479,191.803,-165.935,218.905,200.65,-88.686,289.493,185.123,-205.091,58.6802,-271.116,190.829,369.184,-251.968,233.89,105.561,,,,186.743,192.223,225.44,198.675,100.619,264.031,164.265,279.257,77.5039
6525,0,-287.634,-135.657,538.65,-317.467,108.77,539.429,-68.4759,-65.5629,535.745,-120.744,147.538,539.264,-262.455,-213.739,240.59,-251.403,-226.633,118.965,-143.923,-238.421,70.6211,191.682,-165.849,218.819,200.567,-88.6361,289.468,185.168,-205.091,58.8493,-271.301,190.913,369.041,-252.091,233.932,105.559,,,,186.59,192.327,225.437,198.57,100.782,264.141,164.18,279.333,77.3782
6526,0,-287.762,-135.493,538.476,-317.628,108.924,539.362,-68.5872,-65.3765,535.71,-120.852,147.767,539.371,-262.522,-213.639,240.513,-251.403,-226.57,118.928,-143.922,-238.422,70.5441,191.545,-165.725,218.643,200.554,-88.5533,289.467,185.146,-205.09,58.7941,-271.503,190.989,368.94,-252.068,234.003,105.356,,,,186.549,192.438,225.372,198.578,100.907,264.137,164.133,279.372,77.2889
6527,0,-287.814,-135.386,538.336,-317.685,108.99,539.298,-68.6903,-65.2002,535.536,-120.801,147.912,539.466,-262.538,-213.547,240.448,-251.412,-226.517,118.907,-143.859,-238.342,70.4635,192.274,-165.923,219.438,200.579,-88.5724,289.412,185.264,-205.016,58.6713,-271.667,191.068,369.004,-252.045,234.051,105.291,,,,186.644,192.525,225.425,198.698,101.046,264.192,164.151,279.383,77.2314
6528,0,-287.887,-135.259,538.198,-317.909,109.157,539.394,-68.6411,-65.105,535.491,-120.721,148.023,539.56,-262.58,-213.446,240.311,-251.388,-226.4,118.762,-143.852,-238.258,70.2379,192.299,-165.867,219.41,200.594,-88.5512,289.383,185.213,-205.002,58.4322,-271.737,191.116,368.976,-251.932,234.019,105.28,,,,186.713,192.562,225.301,198.786,101.179,264.193,164.248,279.38,77.1588
6529,0,-287.987,-135.083,538.103,-318.06,109.304,539.342,-70.4553,-64.6064,532.841,-120.851,148.077,539.682,-262.622,-213.341,240.253,-251.43,-226.302,118.738,-143.871,-238.259,70.1997,192.21,-165.748,219.328,200.551,-88.539,289.324,185.232,-204.914,58.5012,-271.826,191.244,369.026,-251.776,234.084,105.205,,,,186.814,192.609,225.192,198.914,101.22,264.044,164.343,279.382,77.031
6530,0,-288.08,-134.912,538.148,-318.179,109.422,539.345,-68.8705,-64.8232,535.407,-120.868,148.292,539.957,-262.697,-213.236,240.262,-251.406,-226.188,118.733,-143.887,-238.234,70.3942,192.161,-165.803,219.413,200.453,-88.378,289.441,185.192,-204.916,58.6591,-271.78,191.389,369.152,-251.581,234.15,105.242,,,,186.987,192.667,225.207,199.061,101.263,264.129,164.399,279.392,77.0305
6531,0,-288.181,-134.795,538.253,-318.388,109.525,539.395,-69.1588,-64.5831,535.396,-121.21,148.539,540.38,-262.798,-213.164,240.31,-251.446,-226.12,118.829,-143.914,-238.176,70.5592,191.23,-165.209,218.432,200.287,-88.2514,289.528,185.095,-204.924,58.9023,-271.729,191.58,369.275,-251.57,234.124,105.359,,,,187.065,192.711,225.213,199.185,101.208,264.117,165.034,279.094,76.7758
6532,0,-288.258,-134.716,538.369,-318.701,109.506,539.394,-70.7613,-64.1088,533.14,-121.528,148.777,540.658,-262.86,-213.093,240.393,-251.508,-226.062,118.918,-144.018,-238.167,70.6648,192.004,-165.604,219.825,200.198,-88.0615,289.593,185.015,-204.939,59.0166,-271.616,191.726,369.223,-251.461,234.086,105.362,,,,187.225,192.575,225.243,199.298,101.099,264.132,165,279.079,76.8152
6533,0,-288.226,-134.744,538.407,-318.998,109.407,539.388,-70.893,-63.8766,533.194,-121.868,148.962,540.835,-262.879,-213.092,240.39,-251.587,-226.037,118.94,-144.087,-238.183,70.7229,191.838,-165.455,219.895,200.019,-87.87,289.623,185.028,-204.908,59.1893,-271.668,191.823,369.274,-251.325,234.23,105.423,,,,187.333,192.424,225.196,199.439,100.811,263.98,165.069,279.023,76.8583
6534,0,-288.175,-134.847,538.396,-319.364,109.266,539.367,-71.0225,-63.4454,533.182,-122.281,149.104,540.813,-262.886,-213.111,240.334,-251.645,-226.125,118.888,-144.122,-238.104,70.6819,191.665,-165.297,219.776,199.896,-87.6738,289.582,185.028,-204.833,59.2293,-271.835,191.844,369.294,-251.332,234.199,105.492,,,,187.467,192.118,225.156,199.503,100.47,263.765,165.146,278.905,76.9794
6535,0,-288.044,-134.989,538.378,-319.628,109.069,539.35,-76.3203,-62.0796,526.841,-122.626,149.206,540.775,-262.819,-213.181,240.316,-251.646,-226.192,118.909,-144.152,-238.146,70.6318,191.623,-165.165,219.783,199.819,-87.4887,289.497,184.985,-204.78,59.1145,-272.024,191.783,369.312,-251.333,234.205,105.64,,,,187.539,191.761,225.119,199.553,100.107,263.558,165.158,278.779,77.1246
6536,0,-287.936,-135.172,538.348,-319.893,108.827,539.326,-76.2081,-61.8952,526.896,-122.951,149.274,540.684,-262.678,-213.274,240.279,-251.722,-226.31,118.94,-144.12,-238.191,70.5586,191.622,-164.87,219.89,199.843,-87.2385,289.54,185.059,-204.699,59.2057,-272.213,191.649,369.237,-251.366,234.139,105.679,,,,187.481,191.384,225.108,199.56,99.707,263.484,165.241,278.637,77.255
6537,0,-287.854,-135.332,538.312,-320.144,108.652,539.354,-70.9156,-62.9577,532.986,-123.122,149.362,540.648,-262.549,-213.368,240.241,-251.592,-226.401,118.945,-144.012,-238.13,70.6052,191.72,-164.66,220.136,199.847,-86.9277,289.554,185.126,-204.632,59.3772,-272.415,191.464,369.145,-251.381,234.085,105.65,,,,187.467,191.129,225.141,199.485,99.3649,263.463,165.198,278.568,77.4926
6538,0,-287.893,-135.438,538.29,-320.316,108.491,539.259,-69.4865,-63.2915,535.266,-123.427,149.382,540.539,-262.467,-213.401,240.248,-251.449,-226.377,118.891,-143.911,-238.124,70.6962,191.553,-164.321,220.177,199.761,-86.4841,289.526,185.148,-204.589,59.5712,-272.692,191.377,369.133,-251.454,234.088,105.6,,,,187.34,190.85,225.105,199.38,99.0852,263.294,165.195,278.468,77.4863
6539,0,-288.012,-135.52,538.326,-320.548,108.382,539.239,-71.0862,-62.9196,533.162,-123.673,149.319,540.531,-262.37,-213.429,240.259,-251.308,-226.364,118.866,-143.843,-238.081,70.7127,191.482,-164.013,220.259,199.757,-85.9943,289.571,185.104,-204.537,59.8299,-272.878,191.283,369.044,-251.475,234.099,105.55,,,,187.25,190.635,225.105,199.268,98.8359,263.188,165.219,278.418,77.5114
6540,0,-288.18,-135.61,538.315,-320.75,108.245,539.201,-69.7473,-63.3618,535.342,-123.801,149.246,540.632,-262.332,-213.498,240.187,-251.279,-226.439,118.753,-143.779,-238.011,70.7414,191.501,-163.812,220.377,199.645,-85.6287,289.501,185.018,-204.474,59.8918,-273.077,191.168,369.044,-251.374,233.997,105.322,,,,187.152,190.418,225.173,199.204,98.5701,263.123,164.473,278.735,77.8674
6541,0,-288.34,-135.679,538.316,-321.035,108.12,539.216,-69.8229,-63.4746,535.521,-124.035,149.13,540.841,-262.369,-213.563,240.186,-251.228,-226.479,118.755,-143.876,-238.006,70.643,191.404,-163.476,220.43,199.572,-85.2646,289.516,185.53,-203.624,58.8965,-273.292,191.083,369.067,-251.434,233.966,105.366,,,,187.113,190.223,225.222,199.105,98.3776,263.08,165.184,278.336,77.5352
6542,0,-288.51,-135.757,538.187,-321.212,107.961,539.133,-70.0078,-63.525,535.729,-124.36,149.054,540.956,-262.434,-213.624,240.143,-251.345,-226.591,118.728,-143.827,-237.948,70.6891,191.345,-163.209,220.396,199.454,-84.8822,289.51,185.533,-203.552,58.9136,-273.446,190.9,368.914,-251.549,233.905,105.359,,,,187.068,190.157,225.196,199.144,98.2651,263.047,164.42,278.662,77.8858
6543,0,-288.66,-135.821,538.051,-321.415,107.857,539.026,-70.1047,-63.6915,536.024,-124.619,148.986,541.047,-262.522,-213.651,240.1,-251.315,-226.712,118.657,-143.774,-237.98,70.6742,191.434,-163.016,220.486,199.447,-84.6039,289.456,185.028,-204.217,59.9263,-273.632,190.793,368.854,-251.603,233.935,105.352,,,,187.153,190.106,225.12,199.16,98.2376,262.957,165.105,278.28,77.5204
6544,0,-288.797,-135.894,537.948,-321.67,107.772,539.049,-70.3774,-63.7242,536.08,-124.776,148.843,541.188,-262.598,-213.691,240.082,-251.338,-226.766,118.673,-143.656,-237.965,70.5759,191.567,-162.843,220.541,199.533,-84.3977,289.515,185.152,-204.183,59.9268,-273.812,190.694,368.895,-251.665,233.952,105.459,,,,187.324,190.085,225.091,199.31,98.2919,262.955,164.392,278.692,77.984
6545,0,-289.01,-135.906,537.911,-321.829,107.717,539.012,-70.5852,-63.7796,536.211,-124.993,148.776,541.302,-262.686,-213.729,240.059,-251.338,-226.822,118.628,-143.518,-237.971,70.6504,191.608,-162.8,220.539,199.524,-84.3113,289.435,185.211,-204.127,59.9774,-273.903,190.635,368.924,-251.686,233.975,105.491,,,,187.422,190.255,225.089,199.474,98.4054,262.956,164.424,278.758,77.9875
6546,0,-289.241,-135.902,537.889,-321.935,107.693,538.921,-70.8519,-63.8855,536.41,-125.194,148.711,541.42,-262.808,-213.712,240.059,-251.301,-226.74,118.672,-143.442,-237.991,70.6671,191.656,-162.797,220.704,199.534,-84.242,289.477,185.192,-204.128,59.9873,-273.971,190.572,368.86,-251.771,233.943,105.578,,,,187.456,190.463,225.095,199.501,98.6086,263.013,164.471,278.768,77.9386
6547,0,-289.585,-135.878,537.931,-322.056,107.698,538.872,-72.8242,-63.6245,534.089,-125.312,148.606,541.575,-262.945,-213.715,240.076,-251.419,-226.82,118.652,-143.447,-238.018,70.7214,191.639,-162.877,220.783,199.562,-84.3677,289.521,185.155,-204.162,60.0488,-274.095,190.579,368.971,-251.766,233.963,105.571,,,,187.459,190.624,225.172,199.497,98.8383,263.255,165.16,278.466,77.6247
6548,0,-289.981,-135.863,538.007,-322.274,107.764,538.901,-73.4537,-63.6148,533.833,-125.401,148.515,541.759,-263.071,-213.707,240.119,-251.467,-226.808,118.705,-143.537,-238.024,70.7234,191.417,-163.006,220.579,199.547,-84.5098,289.625,185.077,-204.245,60.1253,-274.149,190.578,369,-251.833,233.927,105.634,,,,187.401,190.852,225.302,199.409,99.0828,263.471,164.414,278.837,78.0618
6549,0,-290.427,-135.789,537.979,-322.48,107.862,538.841,-73.6387,-63.8259,534.185,-125.631,148.459,541.71,-263.272,-213.648,240.088,-251.527,-226.774,118.709,-143.566,-238.097,70.8701,191.416,-163.209,220.769,199.478,-84.7544,289.662,184.971,-204.336,60.1846,-274.266,190.606,368.857,-251.862,233.965,105.501,,,,187.274,191.166,225.395,199.24,99.351,263.663,164.283,278.902,77.9438
6550,0,-290.848,-135.646,537.913,-322.687,108.05,538.857,-74.0675,-63.8664,534.023,-125.76,148.425,541.651,-263.411,-213.564,240.049,-251.586,-226.727,118.631,-143.664,-238.15,70.7694,191.477,-163.398,220.852,199.583,-84.9729,289.805,184.924,-204.442,60.157,-274.367,190.676,368.758,-251.894,234.006,105.34,,,,187.161,191.47,225.515,199.192,99.6791,263.846,165.002,278.597,77.5159
6551,0,-291.202,-135.516,537.774,-322.864,108.201,538.878,-74.1929,-64.0259,534.107,-125.848,148.368,541.545,-263.522,-213.52,239.92,-251.638,-226.698,118.478,-143.652,-238.165,70.6316,191.624,-163.733,220.859,199.679,-85.3052,289.841,184.945,-204.434,60.0457,-274.463,190.76,368.704,-251.897,234.016,105.182,,,,187.058,191.744,225.551,199.077,100.029,263.949,165.003,278.714,77.3471
6552,0,-291.511,-135.373,537.53,-323.022,108.329,538.813,-72.3799,-64.6065,536.881,-125.994,148.359,541.402,-263.658,-213.461,239.718,-251.749,-226.696,118.374,-143.657,-238.199,70.4529,191.487,-163.931,220.565,199.701,-85.7348,289.797,184.988,-204.516,59.8115,-274.611,190.884,368.715,-251.906,234.047,105.017,,,,186.948,191.98,225.443,199.075,100.336,264.017,164.965,278.78,77.1595
6553,0,-291.832,-135.251,537.407,-323.228,108.469,538.776,-72.6043,-64.6417,536.985,-126.137,148.346,541.375,-263.823,-213.368,239.668,-251.803,-226.629,118.318,-143.671,-238.184,70.3664,191.426,-164.164,220.406,199.638,-86.2056,289.767,184.989,-204.543,59.7521,-274.703,190.979,368.656,-252.01,234.027,105.025,,,,186.834,192.246,225.427,198.969,100.681,264.129,164.951,278.876,77.0297
6554,0,-292.129,-135.108,537.398,-323.471,108.624,538.898,-72.9674,-64.6499,536.931,-126.343,148.351,541.469,-263.967,-213.294,239.682,-251.858,-226.473,118.285,-143.788,-238.23,70.3289,191.402,-164.374,220.47,199.574,-86.7063,289.867,184.994,-204.586,59.7502,-274.825,191.058,368.696,-252.042,234.034,105.128,,,,186.763,192.424,225.478,198.909,101.009,264.309,164.973,278.943,77.0874
6555,0,-292.482,-134.991,537.362,-323.689,108.77,538.956,-73.2933,-64.5998,536.99,-126.487,148.486,541.591,-264.115,-213.2,239.693,-251.904,-226.44,118.36,-143.839,-238.284,70.3997,191.342,-164.691,220.449,199.547,-87.0725,290.058,184.939,-204.631,59.7259,-274.954,191.123,368.705,-252.045,234.04,105.213,,,,186.731,192.644,225.602,198.898,101.328,264.578,164.968,278.977,77.1098
6556,0,-292.768,-134.913,537.347,-323.956,108.938,539.111,-73.6191,-64.5514,537.079,-126.92,148.425,541.718,-264.284,-213.069,239.782,-252.018,-226.343,118.464,-143.891,-238.324,70.4635,191.362,-164.976,220.632,199.476,-87.4454,290.203,184.905,-204.737,59.8041,-275.137,191.23,368.743,-252.134,234.009,105.264,,,,186.732,192.88,225.723,198.871,101.566,264.753,164.877,279.07,77.2472
6557,0,-293.113,-134.79,537.341,-324.185,109.051,539.062,-75.4882,-64.1846,534.892,-127.189,148.572,541.875,-264.471,-212.961,239.78,-252.094,-226.312,118.465,-143.992,-238.375,70.5142,191.371,-165.242,220.766,199.487,-87.7839,290.396,184.709,-204.811,59.7249,-275.353,191.343,368.777,-252.119,234.034,105.2,,,,186.73,193.084,225.745,198.823,101.739,264.976,164.085,279.468,77.3989
