Joints
100
,,Welding_hxy0727:L_Femur_L_Tibia,Welding_hxy0727:L_Foot_L_Toe,Welding_hxy0727:L_Tibia_L_Foot,,,Welding_hxy0727:R_Femur_R_Tibia,Welding_hxy0727:R_Foot_R_Toe,Welding_hxy0727:R_Tibia_R_Foot,,,Welding_hxy0727:Root_L_Femur,,,Welding_hxy0727:Root_R_Femur,,,Welding_hxy0727:World_Root,,,,,,
Frame,Sub Frame,R,,RX,RY,RZ,R,,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,TX,TY,TZ
,,deg,,deg,deg,deg,deg,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm
57,0,-9.11372,,-10.8128,-7.15075,-48.773,5.8843,,-26.8512,22.2317,60.2679,-1.87995,2.02464,7.86275,-8.76906,-32.9096,-9.60999,117.731,77.9489,-118.014,-0.596722,873.982,-65.1141
58,0,-9.11251,,-10.8075,-7.16463,-48.7715,5.85678,,-26.8654,22.2395,60.2694,-1.89254,2.02678,7.87202,-8.76939,-32.9233,-9.59713,117.688,77.9399,-117.98,-0.695815,873.994,-65.1602
59,0,-9.13896,,-10.817,-7.15176,-48.7765,5.84275,,-26.8768,22.2487,60.2739,-1.87798,2.01884,7.90601,-8.7379,-32.9433,-9.55237,117.707,77.9369,-118.031,-0.701399,873.989,-65.1139
60,0,-9.14971,,-10.829,-7.1359,-48.7838,5.85514,,-26.8748,22.2579,60.2788,-1.87444,2.02368,7.91264,-8.7389,-32.9543,-9.54428,117.717,77.9344,-118.043,-0.694856,873.923,-65.0634
61,0,-9.15339,,-10.8377,-7.12734,-48.7881,5.84884,,-26.8787,22.2693,60.2837,-1.8793,2.0273,7.9201,-8.74378,-32.9638,-9.5345,117.629,77.9374,-117.963,-0.664722,873.862,-65.0342
62,0,-9.14827,,-10.8345,-7.13972,-48.7898,5.84932,,-26.8779,22.2787,60.2861,-1.88865,2.03833,7.89791,-8.76569,-32.9649,-9.56255,117.594,77.9339,-117.908,-0.644597,873.881,-65.0633
63,0,-9.12923,,-10.8281,-7.15529,-48.7885,5.85669,,-26.8747,22.2851,60.2878,-1.91584,2.05673,7.87392,-8.80121,-32.9691,-9.59456,117.596,77.9197,-117.892,-0.687688,873.928,-65.0984
64,0,-9.12189,,-10.8171,-7.17628,-48.7835,5.85877,,-26.8754,22.2955,60.2928,-1.92278,2.0566,7.88747,-8.79712,-32.9794,-9.58353,117.63,77.9121,-117.936,-0.710813,873.934,-65.0768
65,0,-9.13709,,-10.8261,-7.16953,-48.7904,5.83964,,-26.8812,22.3039,60.2965,-1.90782,2.05153,7.90104,-8.77594,-32.9941,-9.56158,117.636,77.9146,-117.954,-0.732196,873.921,-65.0388
66,0,-9.12503,,-10.8275,-7.16987,-48.7915,5.83452,,-26.8875,22.3124,60.301,-1.91318,2.05415,7.91803,-8.7601,-33.0088,-9.53971,117.647,77.915,-117.98,-0.726666,873.895,-65.014
67,0,-9.12318,,-10.8244,-7.17433,-48.7943,5.84273,,-26.8853,22.3221,60.3051,-1.91095,2.0591,7.91768,-8.7589,-33.0153,-9.54263,117.665,77.9169,-117.995,-0.650677,873.897,-64.9493
68,0,-9.13008,,-10.8209,-7.1809,-48.7925,5.87149,,-26.8799,22.3325,60.3103,-1.9267,2.07122,7.91412,-8.79609,-33.0194,-9.55943,117.605,77.9077,-117.934,-0.606789,873.909,-64.9857
69,0,-9.11821,,-10.8179,-7.19047,-48.7928,5.89034,,-26.8727,22.3419,60.3134,-1.94903,2.08942,7.88735,-8.84015,-33.0192,-9.59468,117.559,77.8976,-117.866,-0.591416,873.969,-64.9987
70,0,-9.11662,,-10.8187,-7.19554,-48.796,5.88449,,-26.8787,22.3506,60.3145,-1.95662,2.09451,7.88079,-8.85074,-33.0257,-9.60046,117.533,77.8921,-117.834,-0.61145,873.983,-64.9867
71,0,-9.11027,,-10.8215,-7.19649,-48.7985,5.88313,,-26.8847,22.3596,60.3183,-1.95286,2.08902,7.90253,-8.83241,-33.0398,-9.5773,117.559,77.8949,-117.881,-0.637343,873.965,-64.9795
72,0,-9.1176,,-10.8286,-7.19509,-48.8052,5.87866,,-26.892,22.3671,60.3196,-1.94156,2.08785,7.90326,-8.82374,-33.0495,-9.57318,117.576,77.8978,-117.897,-0.640086,873.877,-64.97
73,0,-9.12467,,-10.8339,-7.19475,-48.8111,5.86931,,-26.8989,22.3724,60.3202,-1.9349,2.08867,7.90332,-8.81977,-33.0609,-9.57352,117.556,77.9012,-117.876,-0.604626,873.865,-64.9602
