Time (us),AccelX (m/s^2),AccelY (m/s^2),AccelZ (m/s^2),GyroX (rad/s),GyroY (rad/s),GyroZ (rad/s),Temp (C)
8449954.0000,-0.0153,0.0314,9.7600,0.0018,0.0011,-0.0001,27.6400
8472954.0000,0.0347,-0.0586,9.8400,0.0018,0.0011,-0.0001,27.7300
8495953.0000,-0.0453,0.0614,9.7600,0.0018,0.0011,-0.0001,27.7800
8518954.0000,-0.0053,0.0314,9.8100,0.0018,-0.0089,-0.0001,27.6800
8541954.0000,0.0347,-0.0186,9.8200,-0.0082,0.0011,-0.0001,27.6800
8564954.0000,-0.0153,0.0514,9.7300,0.0018,0.0011,-0.0001,27.6800
8587954.0000,-0.0653,-0.0586,9.7100,0.0018,0.0011,-0.0001,27.5400
8610954.0000,-0.0653,0.0414,9.8000,0.0018,0.0011,-0.0001,27.7300
8633954.0000,0.0647,0.0114,9.8700,0.0018,0.0011,-0.0001,27.6400
8656954.0000,0.0247,0.0114,9.7500,0.0018,0.0011,-0.0001,27.6400
8679954.0000,0.0147,0.0214,9.7900,-0.0082,0.0011,-0.0001,27.6800
8702953.0000,-0.0253,0.0114,9.8400,0.0018,0.0011,-0.0001,27.7800
8725954.0000,-0.0053,0.0714,9.8200,0.0018,0.0011,-0.0001,27.6800
8748954.0000,0.0347,0.0414,9.7500,0.0018,0.0011,-0.0001,27.6800
8771954.0000,0.0647,0.0314,9.8400,0.0018,0.0011,-0.0001,27.5900
8794954.0000,-0.0253,0.0214,9.7500,0.0018,0.0011,-0.0001,27.6400
8817954.0000,0.0347,-0.0386,9.7700,0.0018,0.0011,-0.0001,27.6400
8840954.0000,0.0147,-0.0786,9.8200,0.0018,0.0011,-0.0001,27.6400
8863954.0000,0.0147,-0.0486,9.7900,0.0018,0.0011,-0.0001,27.6400
