Time (us),AccelX (m/s^2),AccelY (m/s^2),AccelZ (m/s^2),GyroX (rad/s),GyroY (rad/s),GyroZ (rad/s),Temp (C)
6724962.0000,-0.0175,-0.0182,9.7869,0.0009,-0.0048,0.0000,22.6900
6747962.0000,0.0125,0.0018,9.7769,-0.0091,0.0052,0.0000,22.7400
6770962.0000,0.0425,0.0118,9.7969,0.0009,-0.0048,0.0000,22.6500
6793962.0000,0.0125,0.0018,9.8769,-0.0091,0.0052,0.0000,22.7400
6816962.0000,0.0125,-0.0082,9.7569,0.0009,0.0052,0.0000,22.7400
6839962.0000,-0.0175,0.0218,9.7969,0.0009,-0.0048,0.0000,22.6000
6862962.0000,0.0025,-0.0382,9.8269,0.0009,0.0052,0.0000,22.7900
6885962.0000,-0.0675,0.0318,9.8269,0.0009,-0.0048,0.0000,22.6900
6908962.0000,0.0125,0.0318,9.7769,0.0009,0.0052,0.0000,22.6900
6931962.0000,0.0625,-0.0382,9.8069,-0.0091,0.0052,0.0000,22.7900
6954962.0000,0.0225,0.0118,9.8169,0.0009,-0.0048,0.0000,22.6900
6977962.0000,0.0625,-0.0382,9.8269,0.0009,0.0052,0.0000,22.7400
7000962.0000,0.0225,0.0718,9.8769,0.0009,0.0052,0.0000,22.7400
7023962.0000,-0.0375,0.0518,9.8969,0.0009,-0.0048,0.0000,22.6900
7046962.0000,-0.0275,-0.0282,9.8369,0.0009,-0.0048,0.0000,22.6900
7069962.0000,0.0025,-0.0382,9.8069,0.0009,0.0052,0.0000,22.6900
7092962.0000,0.0225,0.0318,9.8469,0.0009,0.0052,0.0000,22.6900
7115962.0000,-0.0075,0.0218,9.7869,0.0009,-0.0048,0.0000,22.6500
7138962.0000,0.0025,0.0318,9.7969,0.0009,0.0052,0.0000,22.7400
7161962.0000,0.0125,-0.0682,9.8069,0.0009,-0.0048,0.0000,22.7400
7184962.0000,-0.0475,0.0118,9.8269,0.0009,-0.0048,0.0000,22.6500
7207962.0000,-0.0275,0.0218,9.8269,0.0009,-0.0048,0.0000,22.6900
7230962.0000,0.0125,-0.0282,9.7869,0.0009,-0.0048,0.0000,22.6900
7253962.0000,-0.0075,-0.0282,9.8369,0.0009,0.0052,0.0000,22.7900
7276962.0000,0.0125,0.0118,9.7969,-0.0091,-0.0048,0.0000,22.7900
7299962.0000,0.0325,-0.0182,9.8169,0.0009,0.0052,0.0000,22.6500
7322962.0000,-0.0175,0.0518,9.8369,0.0009,0.0052,0.0000,22.7400
7345962.0000,0.0125,-0.0082,9.7869,0.0009,0.0052,0.0000,22.6500
7368962.0000,0.0325,0.0818,9.8869,0.0009,0.0052,0.0000,22.7400
7391962.0000,0.0025,-0.0382,9.7769,0.0009,-0.0048,0.0000,22.7900
7414962.0000,-0.0075,-0.0082,9.8469,-0.0091,-0.0048,0.0000,22.7900
7437962.0000,-0.0175,-0.0182,9.7169,0.0009,-0.0048,0.0000,22.6900
7460962.0000,-0.0175,-0.0082,9.8169,0.0009,-0.0048,0.0000,22.6900
7483962.0000,0.0125,0.0018,9.8069,0.0009,-0.0048,0.0000,22.7400
7506962.0000,0.0025,0.0118,9.8269,0.0009,-0.0048,0.0000,22.7400
7529962.0000,-0.0175,0.0618,9.8569,0.0009,0.0052,0.0000,22.7400
7552962.0000,-0.0375,-0.0082,9.8669,0.0009,-0.0048,0.0000,22.6500
7575962.0000,-0.0575,0.0018,9.8169,0.0009,0.0052,0.0000,22.6900
7598962.0000,-0.0075,-0.0082,9.7969,0.0009,0.0052,0.0000,22.6900
7621962.0000,0.0025,-0.0082,9.7569,0.0009,-0.0048,0.0000,22.7900
7644962.0000,0.0025,0.0018,9.7969,0.0009,0.0052,0.0000,22.6900
7667962.0000,0.0025,-0.0282,9.8469,0.0009,0.0052,0.0000,22.7900
7690962.0000,-0.0275,0.0418,9.7669,0.0009,-0.0048,0.0000,22.6900
7713962.0000,0.0225,-0.0082,9.7169,-0.0091,-0.0048,0.0000,22.7400
7736962.0000,-0.0575,0.0318,9.8169,0.0009,-0.0048,0.0000,22.7400
7759962.0000,0.0325,-0.0082,9.7769,0.0009,0.0052,0.0000,22.7900
7782962.0000,0.0425,-0.0282,9.8469,0.0009,-0.0048,0.0000,22.6900
7805962.0000,0.0025,-0.0082,9.8269,0.0009,-0.0048,0.0000,22.7900
7828962.0000,-0.0175,-0.0182,9.8669,-0.0091,0.0052,0.0000,22.7900
7851962.0000,-0.0075,-0.0082,9.7769,0.0009,0.0052,0.0000,22.7400
7874962.0000,-0.0075,0.0118,9.8769,0.0009,0.0052,0.0000,22.6500
7897962.0000,-0.0075,0.0118,9.8169,0.0009,-0.0048,0.0000,22.7400
7920962.0000,-0.0075,0.0018,9.7769,-0.0091,-0.0048,0.0000,22.6500
7943962.0000,0.0025,-0.0182,9.7669,0.0009,0.0052,0.0000,22.6900
7966962.0000,0.0025,0.0118,9.8069,0.0009,-0.0048,0.0000,22.6900
7989962.0000,-0.0475,0.0418,9.7669,0.0009,0.0052,0.0000,22.6900
8012962.0000,-0.0375,0.0018,9.7969,0.0009,0.0052,0.0000,22.7900
8035962.0000,-0.0475,0.0418,9.9169,0.0009,0.0052,0.0000,22.7400
