Time (us),AccelX (m/s^2),AccelY (m/s^2),AccelZ (m/s^2),GyroX (rad/s),GyroY (rad/s),GyroZ (rad/s),Temp (C)
6678953.0,0.34,-0.11,9.22,-0.04,0.03,-0.01,24.86
6701953.0,0.33,-0.03,9.17,-0.04,0.03,-0.01,24.86
6724953.0,0.34,-0.08,9.21,-0.04,0.03,-0.01,24.86
6747953.0,0.34,-0.12,9.17,-0.04,0.03,-0.01,24.86
6770953.0,0.32,-0.06,9.21,-0.04,0.03,-0.01,24.81
6793953.0,0.26,-0.09,9.22,-0.04,0.03,-0.01,25.0
6816953.0,0.27,-0.1,9.24,-0.04,0.02,-0.01,24.81
6839953.0,0.33,-0.07,9.22,-0.05,0.02,-0.01,24.91
6862953.0,0.32,-0.13,9.17,-0.04,0.03,-0.01,24.95
6885953.0,0.23,-0.07,9.13,-0.04,0.03,-0.01,24.77
6908953.0,0.31,-0.1,9.24,-0.04,0.02,-0.01,24.86
6931953.0,0.31,-0.09,9.23,-0.04,0.03,-0.01,24.77
6954953.0,0.32,-0.05,9.18,-0.04,0.02,-0.01,24.86
6977953.0,0.32,-0.07,9.31,-0.04,0.02,-0.01,24.81
7000953.0,0.3,-0.05,9.22,-0.04,0.02,-0.01,24.91
7023953.0,0.32,-0.08,9.19,-0.04,0.02,-0.01,24.81
7046953.0,0.21,-0.1,9.18,-0.04,0.02,-0.01,24.81
7069953.0,0.36,-0.11,9.07,-0.04,0.03,-0.01,24.86
7092953.0,0.29,-0.03,9.25,-0.04,0.03,-0.01,24.77
7115953.0,0.35,-0.11,9.13,-0.04,0.02,-0.01,24.77
7138953.0,0.39,-0.11,9.19,-0.05,0.02,-0.01,24.86
7161953.0,0.32,-0.1,9.15,-0.04,0.03,-0.01,24.86
7184953.0,0.36,-0.09,9.27,-0.04,0.02,-0.01,24.81
7207953.0,0.3,-0.01,9.21,-0.04,0.03,-0.01,24.81
7230953.0,0.38,-0.09,9.31,-0.04,0.03,-0.01,24.81
7253953.0,0.33,-0.03,9.21,-0.04,0.03,-0.01,24.86
7276953.0,0.3,-0.02,9.27,-0.04,0.02,-0.01,24.77
7299953.0,0.36,-0.02,9.17,-0.04,0.03,-0.01,24.77
7322953.0,0.31,-0.1,9.18,-0.04,0.02,-0.01,24.86
7345953.0,0.38,-0.1,9.11,-0.04,0.03,-0.01,24.81
7368953.0,0.34,-0.1,9.23,-0.05,0.02,-0.01,24.91
7391953.0,0.28,0.01,9.2,-0.04,0.02,-0.0,24.91
7414953.0,0.23,-0.04,9.27,-0.04,0.02,-0.01,24.81
7437953.0,0.31,-0.05,9.07,-0.04,0.02,-0.01,24.86
7460953.0,0.32,-0.07,9.24,-0.04,0.02,-0.01,24.86
7483953.0,0.29,-0.08,9.25,-0.05,0.03,-0.01,24.86
7506953.0,0.35,-0.12,9.26,-0.04,0.03,-0.01,24.86
7529953.0,0.31,-0.02,9.14,-0.04,0.02,-0.01,24.81
7552953.0,0.31,-0.01,9.17,-0.04,0.03,-0.01,24.81
7575953.0,0.31,-0.11,9.21,-0.05,0.02,-0.01,24.91
7598953.0,0.33,-0.06,9.29,-0.04,0.03,-0.01,24.81
7621953.0,0.26,-0.11,9.2,-0.04,0.03,-0.01,24.86
7644953.0,0.28,-0.08,9.2,-0.04,0.02,-0.01,24.86
7667953.0,0.33,-0.11,9.24,-0.05,0.03,-0.01,24.86
7690953.0,0.3,-0.08,9.26,-0.04,0.02,-0.01,24.86
7713953.0,0.32,-0.15,9.33,-0.04,0.03,-0.01,24.86
7736953.0,0.31,-0.06,9.2,-0.04,0.03,-0.01,25.0
7759953.0,0.37,-0.08,9.07,-0.04,0.03,-0.01,24.81
7782953.0,0.32,-0.08,9.21,-0.04,0.03,-0.01,24.91
7805953.0,0.32,-0.1,9.17,-0.04,0.02,-0.01,24.81
7828953.0,0.29,-0.06,9.16,-0.04,0.03,-0.01,24.86
7851953.0,0.36,-0.1,9.16,-0.04,0.02,-0.01,24.86
7874953.0,0.36,-0.05,9.26,-0.04,0.03,-0.01,24.86
7897953.0,0.31,-0.18,9.24,-0.04,0.02,-0.01,24.77
7920953.0,0.33,-0.07,9.27,-0.04,0.03,-0.01,24.86
7943953.0,0.33,-0.04,9.21,-0.04,0.03,-0.01,25.0
7966953.0,0.28,-0.12,9.13,-0.04,0.03,-0.01,25.0
7989953.0,0.3,-0.08,9.21,-0.04,0.02,-0.01,24.91
8012953.0,0.34,-0.09,9.18,-0.05,0.02,-0.01,24.86
8035953.0,0.26,-0.06,9.18,-0.04,0.03,-0.01,24.77
8058953.0,0.28,-0.09,9.11,-0.04,0.02,-0.01,24.86
8081953.0,0.35,-0.1,9.21,-0.04,0.02,-0.01,24.77
8104953.0,0.37,-0.08,9.17,-0.04,0.03,-0.01,24.81
8127953.0,0.29,-0.06,9.17,-0.05,0.03,-0.01,24.91
8150953.0,0.29,-0.12,9.21,-0.04,0.03,-0.01,24.91
8173953.0,0.28,-0.06,9.14,-0.04,0.02,-0.01,24.91
8196953.0,0.27,-0.11,9.19,-0.05,0.03,-0.01,24.86
8219953.0,0.28,-0.08,9.18,-0.04,0.02,-0.01,24.77
8242953.0,0.29,-0.1,9.16,-0.05,0.03,-0.01,24.86
8265953.0,0.3,-0.09,9.27,-0.04,0.02,-0.01,24.86
8288953.0,0.31,-0.06,9.22,-0.04,0.02,-0.01,24.91
8311953.0,0.26,-0.05,9.26,-0.04,0.02,-0.01,24.91
8334953.0,0.32,-0.11,9.16,-0.04,0.02,-0.01,24.91
8357953.0,0.36,-0.08,9.21,-0.04,0.03,-0.01,24.81
8380953.0,0.31,0.01,9.21,-0.04,0.03,-0.01,24.81
8403953.0,0.34,-0.04,9.32,-0.04,0.03,-0.01,24.86
8426953.0,0.31,-0.09,9.19,-0.04,0.03,-0.01,24.86
8449953.0,0.28,-0.1,9.28,-0.04,0.02,-0.01,24.86
8472953.0,0.28,-0.14,9.3,-0.04,0.02,-0.01,24.86
8495953.0,0.33,-0.06,9.33,-0.04,0.03,-0.01,24.72
8518953.0,0.3,-0.09,9.25,-0.04,0.03,-0.01,24.91
8541953.0,0.32,-0.09,9.19,-0.04,0.03,-0.01,24.81
8564953.0,0.33,0.02,9.2,-0.04,0.02,-0.01,24.81
8587953.0,0.3,-0.08,9.24,-0.04,0.03,-0.01,24.86
8610953.0,0.36,-0.04,9.29,-0.04,0.02,-0.01,24.86
8633953.0,0.32,-0.11,9.28,-0.04,0.03,-0.01,24.77
8656953.0,0.25,-0.13,9.31,-0.04,0.03,-0.01,24.77
8679953.0,0.26,-0.06,9.22,-0.04,0.02,-0.01,24.86
8702953.0,0.34,-0.07,9.24,-0.04,0.03,-0.01,24.86
8725953.0,0.3,-0.07,9.16,-0.04,0.03,-0.01,24.91
8748953.0,0.33,-0.06,9.18,-0.04,0.02,-0.01,24.91
8771953.0,0.29,-0.09,9.18,-0.04,0.03,-0.01,24.86
8794953.0,0.28,-0.11,9.22,-0.04,0.02,-0.01,24.77
8817953.0,0.33,-0.03,9.2,-0.04,0.03,-0.01,24.86
8840953.0,0.37,-0.0,9.2,-0.04,0.03,-0.01,24.77
8863953.0,0.32,-0.12,9.15,-0.04,0.03,-0.01,24.72
8886953.0,0.26,-0.06,9.29,-0.04,0.02,-0.01,24.91
8909953.0,0.28,-0.1,9.21,-0.04,0.02,-0.01,24.91
8932953.0,0.3,-0.05,9.17,-0.04,0.03,-0.01,24.91
8955953.0,0.32,-0.04,9.27,-0.04,0.03,-0.01,24.86
8978953.0,0.29,-0.06,9.19,-0.04,0.03,-0.01,24.77
9001953.0,0.3,-0.08,9.24,-0.04,0.02,-0.01,24.86
9024953.0,0.35,-0.1,9.18,-0.04,0.03,-0.01,24.86
9047953.0,0.25,-0.09,9.25,-0.04,0.03,-0.01,24.77
9070953.0,0.25,-0.08,9.17,-0.05,0.03,-0.01,24.91
9093953.0,0.3,-0.07,9.19,-0.04,0.03,-0.01,24.81
9116953.0,0.29,-0.05,9.26,-0.04,0.02,-0.01,24.81
9139953.0,0.34,-0.07,9.17,-0.04,0.03,-0.01,24.91
9162953.0,0.31,-0.11,9.21,-0.04,0.03,-0.01,24.77
9185953.0,0.22,-0.1,9.21,-0.04,0.03,-0.01,24.86
9208953.0,0.31,-0.04,9.13,-0.04,0.03,-0.01,24.86
9231953.0,0.28,-0.07,9.23,-0.04,0.02,-0.01,24.95
9254953.0,0.33,-0.11,9.23,-0.04,0.02,-0.01,24.91
9277953.0,0.32,-0.03,9.17,-0.04,0.03,-0.01,24.91
9300953.0,0.31,-0.05,9.26,-0.04,0.03,-0.01,24.91
9323953.0,0.29,-0.1,9.2,-0.04,0.03,-0.01,25.0
9346953.0,0.28,-0.14,9.2,-0.04,0.03,-0.01,24.86
9369953.0,0.39,-0.1,9.22,-0.05,0.02,-0.01,24.95
9392953.0,0.28,-0.03,9.22,-0.04,0.02,-0.01,24.86
9415953.0,0.35,-0.03,9.24,-0.04,0.03,-0.01,24.86
9438953.0,0.32,-0.09,9.31,-0.04,0.02,-0.01,24.86
9461953.0,0.31,-0.1,9.28,-0.04,0.03,-0.01,24.95
9484953.0,0.34,-0.07,9.22,-0.04,0.03,-0.01,25.0
9507953.0,0.33,-0.09,9.13,-0.04,0.03,-0.01,24.91
9530953.0,0.35,-0.02,9.26,-0.04,0.03,-0.01,24.86
9553953.0,0.34,-0.06,9.22,-0.04,0.02,-0.01,24.86
9576953.0,0.3,-0.07,9.26,-0.04,0.02,-0.01,24.77
9599953.0,0.3,-0.09,9.2,-0.04,0.03,-0.01,24.95
9622953.0,0.31,-0.07,9.17,-0.04,0.02,-0.01,24.81
9645953.0,0.31,-0.11,9.23,-0.04,0.03,-0.01,24.91
9668953.0,0.33,-0.08,9.17,-0.04,0.03,-0.01,24.91
9691953.0,0.35,-0.07,9.2,-0.04,0.02,-0.01,24.81
9714953.0,0.36,-0.11,9.22,-0.04,0.03,-0.01,24.91
9737953.0,0.3,-0.1,9.11,-0.04,0.02,-0.01,24.95
9760953.0,0.3,-0.03,9.17,-0.04,0.03,-0.01,24.86
9783953.0,0.32,-0.13,9.26,-0.04,0.02,-0.01,24.95
9806953.0,0.28,-0.11,9.2,-0.04,0.03,-0.01,24.95
9829953.0,0.26,-0.11,9.13,-0.04,0.03,-0.01,24.91
9852953.0,0.29,-0.01,9.24,-0.04,0.03,-0.01,24.81
9875953.0,0.24,-0.1,9.21,-0.04,0.03,-0.01,24.91
9898953.0,0.34,-0.06,9.27,-0.04,0.03,-0.01,24.81
9921953.0,0.3,-0.03,9.23,-0.04,0.03,-0.01,24.77
9944953.0,0.36,-0.01,9.23,-0.04,0.02,-0.01,24.95
9967953.0,0.28,-0.07,9.17,-0.04,0.03,-0.01,24.86
9990953.0,0.3,-0.04,9.17,-0.05,0.03,-0.01,24.86
10013953.0,0.3,-0.09,9.22,-0.05,0.03,-0.01,24.91
10036953.0,0.34,-0.07,9.19,-0.04,0.03,-0.01,24.81
10059953.0,0.29,-0.02,9.13,-0.05,0.03,-0.01,24.81
10082953.0,0.38,-0.07,9.33,-0.04,0.02,-0.01,24.81
10105953.0,0.35,-0.07,9.16,-0.04,0.03,-0.01,24.86
10128953.0,0.36,-0.05,9.21,-0.04,0.02,-0.01,24.86
10151953.0,0.34,-0.07,9.17,-0.04,0.03,-0.01,24.95
10174953.0,0.3,-0.11,9.2,-0.04,0.03,-0.01,24.86
10197953.0,0.27,-0.07,9.27,-0.04,0.02,-0.01,24.77
10220953.0,0.34,-0.06,9.26,-0.04,0.03,-0.01,24.95
10243953.0,0.34,-0.1,9.28,-0.04,0.03,-0.01,24.91
10266953.0,0.29,-0.06,9.23,-0.04,0.03,-0.01,24.91
10289953.0,0.33,-0.06,9.19,-0.04,0.02,-0.01,24.77
10312953.0,0.29,-0.02,9.24,-0.04,0.03,-0.01,24.86
10335953.0,0.32,-0.08,9.36,-0.04,0.03,-0.01,24.86
10358953.0,0.28,-0.05,9.28,-0.04,0.02,-0.01,24.86
