Time (us),AccelX (m/s^2),AccelY (m/s^2),AccelZ (m/s^2),GyroX (rad/s),GyroY (rad/s),GyroZ (rad/s),Temp (C)
4723953.0000,0.0123,0.0369,9.7919,0.0010,0.0040,-0.0000,24.8100
4746953.0000,0.0823,0.0169,9.7819,0.0010,0.0040,-0.0000,24.9100
4769953.0000,0.0023,0.0569,9.8719,-0.0090,0.0040,-0.0000,24.8600
4792953.0000,-0.0377,-0.0331,9.8019,0.0010,-0.0060,-0.0000,24.7700
4815953.0000,0.0523,0.0169,9.7519,0.0010,0.0040,-0.0000,24.8600
4838953.0000,0.0023,-0.0931,9.7519,0.0010,0.0040,-0.0000,24.8600
4861953.0000,0.0823,0.0069,9.8619,0.0010,0.0040,-0.0000,24.8600
4884953.0000,-0.0077,-0.0131,9.7619,0.0010,0.0040,-0.0000,24.8600
4907953.0000,0.0323,0.0269,9.9219,0.0010,0.0040,-0.0000,24.7200
4930953.0000,0.0623,0.0169,9.7419,0.0010,0.0040,-0.0000,24.9100
4953953.0000,0.0023,0.0269,9.8319,0.0010,0.0040,-0.0000,24.9100
4976953.0000,-0.0177,0.0269,9.7819,0.0010,0.0040,-0.0000,24.8600
4999953.0000,0.0123,-0.0331,9.7619,-0.0090,0.0040,-0.0000,24.8600
5022953.0000,0.0323,0.0769,9.8519,-0.0090,0.0040,-0.0000,24.8600
5045953.0000,0.0023,0.0069,9.7319,-0.0090,0.0040,-0.0000,24.8600
5068953.0000,0.0023,0.0669,9.8319,-0.0090,-0.0060,-0.0000,24.8100
5091953.0000,-0.0177,0.0169,9.8119,-0.0090,0.0040,-0.0000,24.8100
5114953.0000,0.0223,-0.0031,9.7919,-0.0090,0.0040,-0.0000,24.8100
5137953.0000,-0.0377,-0.0031,9.7519,0.0010,-0.0060,-0.0000,24.9100
5160953.0000,-0.0577,-0.2131,9.2619,0.0010,0.0040,-0.0000,24.9500
5183953.0000,0.0123,-0.0031,9.8919,-0.0190,0.0140,-0.0000,24.8600
5206953.0000,0.0323,0.0369,9.8419,0.0010,0.0040,-0.0000,24.8600
5229953.0000,0.0323,0.0569,9.9119,-0.0090,0.0040,-0.0000,24.7700
5252953.0000,-0.0377,-0.0431,9.7919,-0.0090,0.0040,-0.0000,24.8100
5275953.0000,0.0023,0.0169,9.8519,-0.0090,0.0040,-0.0000,24.8100
